pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,tfopwg_disp
1.665878,4.956738,85643.9861,6.98229,10.9121139,463.5504123,14.1396,63.0507,3021.0,5.10725,0.172,FP
1.7386091,1.691,18980.0,10.8015,444.5,1279.0,12.4323,271.346,5362.8,4.65,0.75,FP
8.34034,3.176,7360.0,16.0764,206.357,1055.0,11.0208,360.412,5444.3,3.89,1.67,FP
0.567995,1.408867,5208.552517,2.671369,185.0742346,940.7110382,13.8097,167.3049,3462.0,4.88307,0.368,FP
10.1391591,2.662,6450.0,16.5118,90.2977,858.0,10.7304,483.421,6584.3,3.96,2.04,FP
1.2297408,1.234,4020.0,9.99875,1036.94,1580.0,12.55,647.462,6186.6,4.19,1.45,FP
1.3574339,2.315,3380.0,8.22797,3506.27,2143.0,13.0581,703.628,6332.0,4.25,1.4,FP
1.669769,2.0105348,10665.55057,4.4985601,49.2213077,675.5508371,14.1477,133.21,3411.0,4.90948,0.433512,FP
4.0802864,1.4789165,516.622925,6.300967,4280.323561,2062.950938,9.54224,390.33,6802.3,3.75,2.68185,FP
1.6421819,2.459,1100.0,2.54445,1746.99,1801.0,11.6985,205.719,5627.0,4.64,0.79,FP
0.8999342,1.606,1720.0,6.8761,3729.32,2177.0,12.5284,740.068,6211.0,4.09,1.64,FP
4.2318085,2.558,1780.0,7.88895,1128.72,1614.0,11.9696,809.167,8064.0,4.17,1.91,FP
4.1629444,2.064,3670.0,11.633,243.425,1100.0,12.4151,744.34,6005.0,3.94,1.88,FP
3.813812,2.572,2310.0,3.44278,177.52,1016.0,11.8338,151.894,4689.0,4.61,0.71,FP
1.4958429,1.534,2830.0,6.70553,825.738,1493.0,13.1472,602.413,5666.0,4.24,1.27,FP
0.8857522,1.579,760.0,3.19978,3880.86,2198.0,11.4541,317.566,6238.2,4.42,1.13,FP
1.0711292,2.213,2030.0,5.8474,5277.35,2374.0,12.3128,555.611,6070.0,4.26,1.31,FP
10.1197017,2.129,2570.0,9.15067,34.3345,674.0,12.0515,591.13,5656.0,3.95,1.75,FP
0.516278,0.565611,20289.21082,2.442348,50.4166361,679.6154071,14.2321,80.6542,3009.0,5.10976,0.169,FP
43.8418559,4.599,4630.0,9.29872,8.83961,480.0,10.7717,257.828,5767.0,4.21,1.32,FP
10.043245,3.099789,21393.22714,16.682435,36.1287428,625.2921291,9.1073,62.0121,5076.0,4.71,0.670549,FP
5.9522831,1.966,7280.0,15.1211,278.678,1138.0,12.3391,713.921,6031.2,4.05,1.65,FP
7.7235903,5.953,2720.0,17.2663,1249.81,1656.0,12.3467,1307.02,5994.0,3.5,3.08,FP
1.0995742,0.952,3168.0,9.72799,1068.72,1592.0,10.2003,242.868,6040.0,4.13,1.51,FP
2.294185,2.750763,697.472004,1.95611,304.478914,1065.391077,11.3075,146.905,5062.0,4.62,0.707445,FP
6.8242909,2.787,700.0,2.23971,33.8464,671.0,11.6643,117.383,3999.0,4.35,0.87,FP
1.2833113,1.353,4450.0,9.39506,3343.46,2118.0,12.574,974.619,8055.0,4.49,1.32,FP
39.9753375,6.088,9160.0,14.1085,18.6491,578.0,12.64,718.289,5989.0,4.16,1.45,FP
13.0518467,3.333,39070.0,17.0183,25.631,626.0,12.0633,257.567,5268.9,4.55,0.83,FP
3.3078803,1.508,32920.0,9.74504,19.3914,584.0,13.8994,163.236,3571.0,4.73,0.51,FP
0.846542,2.408837,2524.567663,1.642414,85.2240732,774.9261587,12.625,83.5896,3380.0,4.92521,0.325,FP
2.2232698,0.648,31700.0,9.36074,5.11732,419.0,14.2399,100.029,3157.0,4.87,0.36,FP
3.965824,2.911,680.0,7.03413,624.031,1392.0,10.042,438.137,6199.0,3.62,2.8,FP
711.7642825,3.4176443,20978.13679,12.6338972,2.4542117,319.2256315,10.5295,85.5353,4661.56,4.57751,0.732648,FP
19.3721051,3.0859149,3219.559465,17.4598301,233.1335405,996.6001297,8.77728,181.987,6529.0,4.00314,1.88186,FP
1.7548863,1.314,2620.0,5.83196,397.807,1244.0,11.5578,278.969,5589.0,4.37,1.08,FP
8.6800186,2.41,870.0,5.59572,106.576,895.0,9.96017,309.386,6521.0,4.02,1.86,FP
3.1072375,4.485,737.0,5.27608,24167.8,3473.0,9.77017,174.979,6030.0,4.25,1.31,FP
2.2906144,1.949,1390.0,4.657,638.802,1400.0,10.4519,198.263,5651.0,4.27,1.22,FP
1.7615631,1.171,1050.0,6.69058,636.482,1399.0,9.78095,263.608,6270.7,3.94,1.95,FP
3.7442007,3.5004762,803.2627817,18.117379,38392.1563,3570.099957,9.3994,900.651,9988.0,3.59,4.23822,FP
2.8465928,2.664,2110.0,8.8779,536.42,1340.0,11.8512,487.216,5308.0,3.82,1.94,FP
2.5411063,3.491,8720.0,16.4931,2348.06,1939.0,12.3367,730.258,6657.0,4.08,1.78,FP
1.2622658,1.7829162,3711.715258,28.2499512,60333.04338,3997.224658,9.1103,436.431,9255.0,3.88,2.9098899,FP
3.9997367,0.384,7460.0,13.8899,3.03288,367.0,10.9951,64.193,3827.0,4.62,0.64,FP
2.4710528,3.033,5420.0,12.1002,5313.3,2378.0,12.3924,438.754,6114.0,4.52,0.97,FP
22.6384642,4.988,4982.0,28.0326,636.099,1399.0,8.2268,253.02,9511.0,4.05,2.42,FP
5.3194765,4.653,3640.0,15.9815,1271.35,1663.0,12.0997,1276.28,6987.0,3.77,2.66,FP
3.8421028,1.184,8920.0,13.2581,120.549,923.0,11.1838,356.406,6247.0,4.28,1.32,FP
1.109435,2.723,27240.0,10.2843,1164.27,1627.0,14.9156,254.311,3613.0,4.75,0.49,FP
9.7216312,3.272,1830.0,7.28362,176.156,1014.0,10.6372,387.926,6702.0,4.13,1.7,FP
0.9655766,1.224,3140.0,11.5845,3796.11,2186.0,12.3886,832.543,7542.0,4.11,1.92,FP
6.3989216,2.781,3830.0,10.6347,280.377,1139.0,12.4276,726.81,6243.0,4.12,1.59,FP
1.9447712,1.345,2880.0,13.5597,425.174,1265.0,11.6866,593.047,5369.0,3.68,2.32,FP
0.7835688,1.095,7440.0,11.8563,1710.79,1791.0,12.935,675.895,5932.0,4.26,1.28,FP
5.555905,3.459,3750.0,11.9323,409.941,1253.0,12.5454,853.753,5867.0,3.88,1.95,FP
2.4515393,3.005,7520.0,11.6029,3082.85,2075.0,13.0008,841.296,7143.0,4.4,1.32,FP
8.4915117,6.035,40640.0,87.0155,2278.83,1924.0,10.1749,1219.08,9365.0,4.08,4.18,FP
17.2182695,7.888,4810.0,8.64247,236.125,1092.0,13.4177,932.309,6330.0,4.31,1.29,FP
12.5482879,3.396,49260.0,13.0082,8.90508,481.0,14.3196,273.689,3923.0,4.66,0.59,FP
10.4137962,3.482,1948.0,8.3814,131.058,942.0,10.1985,358.441,6439.3,4.12,1.97,FP
15.4159906,2.127,4500.0,10.5168,18.6278,578.0,11.499,453.294,6120.0,4.12,1.56,FP
6.2043746,5.957,4380.0,14.9548,911.223,1530.0,11.429,707.092,6122.0,3.71,2.49,FP
2.8534013,5.176,15830.0,11.4232,961.087,1551.0,14.1736,196.44,3662.0,4.72,0.52,FP
1.6540803,2.008,3460.0,15.2145,2118.23,1889.0,11.7528,799.123,6453.0,3.76,2.51,FP
7.64348,2.772,560.0,6.82171,170.804,1007.0,9.9959,432.642,6258.1,3.59,2.94,FP
10.7004569,1.281,2409.0,13.1568,51.9069,747.0,9.41809,339.255,6906.0,3.84,2.44,FP
1.5136003,2.4400695,745.1393405,8.3090193,14144.86688,2781.438526,9.9071,388.682,6017.0,3.55,2.93328,FP
1.9261183,1.068842,3853.883136,4.8624405,395.0450985,1137.054861,10.9417,127.29,5383.13,4.7447,0.678984,FP
3.5381039,2.441937,11844.65348,12.0728557,591.3277978,1257.699312,10.5332,202.773,6084.0,4.45887,1.0424401,FP
6.5197781,2.63,1290.149756,8.5555002,85.1668,846.0,9.796,253.619,4951.7,3.55,2.65,FP
0.82967,1.755,4744.55,20.1053,65023.4,4448.0,10.4708,618.602,6991.1,3.83,2.65,FP
4.0158188,6.257,560.0,4.59761,4207.93,2243.0,10.3755,480.772,6950.0,3.78,2.64,FP
8.503614,1.203,1590.0,10.2441,33.4398,669.0,10.244,425.467,6255.0,3.88,2.31,FP
2.0034063,2.661,3372.0,30.4003,15162.9,3091.0,10.2688,431.861,6514.0,4.03,2.27,FP
2.1456324,2.1680096,1438.674695,11.0288578,28811.4007,3322.85081,10.5259,921.917,9389.0,3.92,2.80165,FP
4.3724063,1.4148388,1642.195033,10.7278887,2515.017554,1806.154946,11.7056,819.949,8096.0,4.28307,1.67777,FP
3.0519843,2.868,892.0,12.1856,10790.5,2839.0,9.65609,310.559,6251.1,3.79,2.33,FP
1.3154261,2.121,285.0,2.42354,11290.9,2871.0,9.34567,181.94,6613.8,4.28,1.42,FP
3.6649528,3.245,3865.0,16.4945,13611.8,3009.0,10.4989,437.969,7889.0,4.53,1.61,FP
3.6534344,3.519,24705.0,20.7632,869.445,1512.0,11.5102,402.816,6364.0,4.3,1.32,FP
0.88501,1.622,820.279,6.77007,2010.85,1865.0,9.947331,255.901,5362.0,3.75,2.15,FP
4.0938735,4.537,16964.0,20.6029,695.416,1430.0,12.266,546.747,5489.0,4.04,1.55,FP
4.2005957,2.587,4448.0,11.3204,1013.24,1571.0,12.1566,950.289,7803.0,4.26,1.67,FP
0.4916402,0.453,29113.0,11.7778,109.834,901.0,14.9131,221.034,3522.0,4.77,0.46,FP
6.1429164,4.475,3871.0,7.50153,592.787,1374.0,13.0091,869.253,6291.9,4.25,1.38,FP
2.7649802,1.659,3575.0,10.4307,1119.71,1611.0,11.8563,873.578,7776.0,4.2,1.78,FP
1.4252334,1.673,6901.0,10.7664,1265.88,1661.0,12.4033,543.454,6033.0,4.23,1.35,FP
9.7712443,3.956,34227.0,15.2558,104.782,891.0,12.1134,243.593,5294.0,4.61,0.79,FP
7.574675,3.0847866,6208.064931,13.4069567,516.8517446,1216.07748,10.1913,275.377,6422.0,4.20608,1.4885499,FP
5.6020298,1.893,6146.0,11.3612,89.7874,857.0,11.0999,328.625,5750.6,4.14,1.44,FP
1.13889,2.154,5368.19,22.4869,16504.7,3157.0,10.0267,629.834,7852.8,4.08,2.79,FP
5.1681189,3.736,1759.0,13.3663,1947.87,1850.0,10.3879,860.379,8254.0,3.67,3.44,FP
15.9865412,1.636,1451.0,7.52088,55.7095,761.0,9.927,199.531,6429.0,4.34,1.28,FP
5.6289226,9.272,1850.0,8.93102,4560.18,2289.0,12.4721,1111.47,6683.0,3.72,2.72,FP
2.8577028,2.264,2695.0,7.78724,771.67,1468.0,12.4487,594.839,6240.0,4.2,1.45,FP
2.5950747,0.7921274,665.2502774,5.9382555,5582.81004,2204.616037,8.783341,233.697,6852.0,3.91,2.24201,FP
1.5521101,2.699,5430.0,208.489,5297.55,2376.0,10.3357,1278.41,4997.1,2.36,12.23,FP
4.503645,1.973292,12525.72524,11.197034,35.7949977,623.8430401,13.9036,116.496,3267.0,4.438,1.0,FP
14.5877856,3.517,3374.0,10.1617,82.7417,840.0,12.0913,655.707,6544.0,4.13,1.66,FP
1.0617107,1.067,2369.0,5.85456,916.847,1533.0,11.8275,317.292,5589.0,4.38,1.06,FP
0.417921,1.843947,41644.89311,5.657227,159.3798634,906.2084598,14.7034,158.67,3278.0,4.97806,0.275,FP
1.6197991,0.95,31095.0,11.4253,31.7825,661.0,14.5853,100.741,3192.0,4.92,0.31,FP
1.6513066,0.82,1751.0,9.54979,231.366,1086.0,12.2059,536.017,5887.6,4.13,1.47,FP
2.819817,6.611278,183631.0336,22.75573,31.848458,605.8873038,15.2474,160.84,3601.0,4.81887,0.441,FP
8.2100724,1.37,4190.0,15.5396,105.793,893.0,11.8431,720.484,6427.0,3.97,1.96,FP
3.0043128,0.714,6000.0,12.1874,61.8402,781.0,12.1953,502.17,6405.0,4.41,1.17,FP
9.653456,4.00937,43088.5649,7.281973,3.1265702,339.1460758,13.7006,87.7731,3359.0,4.93457,0.315,FP
0.6646521,1.272,7197.0,9.44803,3611.53,2159.0,13.346,707.586,6256.0,4.55,0.97,FP
1.8361503,4.12,2470.0,22.5152,33906.8,3780.0,10.4091,414.522,5710.5,3.6,2.43,FP
13.7252522,3.1694157,4945.767934,20.3352568,312.4460654,1072.293108,10.3001,316.643,6104.0,3.96,1.86397,FP
2.97638,3.212,795.842,11.0372,2695.88,2007.0,10.1347,637.257,6492.5,3.57,3.56,FP
10.6332248,3.436,36558.0,15.9854,26.5909,632.0,12.8397,271.71,4678.0,4.5,0.81,FP
0.68831,1.365,3983.64,21.715,21261.5,3364.0,8.5234,213.947,6054.0,3.47323,3.13,FP
2.4018591,3.471,655.0,10.1612,25813.2,3531.0,9.9747,260.511,6071.0,3.95,1.86,FP
4.7192734,1.301,1557.0,7.15211,156.343,985.0,9.5359,212.005,6521.0,4.22041,1.6,FP
13.4364908,5.375,4735.0,9.8672,690.534,1428.0,12.3613,590.249,6229.0,4.28,1.31,FP
1.0014437,1.28,416.0,4.71785,28733.4,3627.0,8.2046,87.2682,6380.0,4.438,1.18,FP
14.066109,3.4744355,16514.0483,21.5662738,153.0394528,897.0581591,9.1116,131.018,6157.0,4.20407,1.47641,FP
2.9932591,4.7371329,3363.969159,11.8414052,2649.76222,1829.875218,10.3313,341.393,6106.0,3.91186,1.9654,FP
3.6859958,5.1972226,12982.72146,23.322957,2647.689626,1829.517289,10.9988,531.121,6731.3,3.99257,1.99719,FP
0.579398,1.64214,1324.07712,5.759676,4535.918085,2093.081072,11.1557,191.494,5688.0,4.48774,0.950534,FP
10.3469945,2.5934713,1601.254739,1.0318727,2.106641,307.2680329,13.0055,42.3968,3278.0,4.97813,0.256167,FP
10.5426254,6.2145259,16789.80761,22.0104106,437.1833461,1166.233875,11.955,677.796,6114.0,4.28439,1.65817,FP
5.0061978,3.521,6438.0,12.4847,1188.71,1635.0,12.792,901.517,6713.0,4.21,1.55,FP
2.5950111,2.524,28870.0,10.8614,131.825,943.0,14.4757,317.495,3875.0,4.62,0.64,FP
2.8562935,3.785,22525.0,18.1559,1721.84,1794.0,12.9573,724.77,6383.0,4.31,1.32,FP
4.8741147,2.049,4613.0,14.8251,161.07,992.0,12.4154,906.007,6085.0,3.84,2.11,FP
11.1755425,5.482,7873.0,17.5706,294.91,1154.0,9.99028,320.671,6655.0,3.9,1.91,FP
1825.048364,3.62,2576.0,12.7111,0.0187275,103.0,9.9309,319.053,6290.0,3.89,2.09,FP
8.0179256,1.018,8684.0,9.29428,8.84387,480.0,12.5227,361.951,5356.0,4.46,0.94,FP
2.668957,2.7508738,17029.872,16.1018337,1087.36178,1464.580561,12.1616,468.406,5983.3,4.3234,1.19683,FP
15.1771428,4.556,538.0,2.80249,115.579,913.0,9.089871,140.69,6200.0,4.25,1.36,FP
2.0990769,2.343,501.0,4.13797,5728.08,2423.0,10.1063,532.485,8853.0,4.18,2.0,FP
6.8787507,2.599,359.0,3.45801,266.78,1125.0,8.5885,176.054,6636.0,3.99,1.98,FP
0.5666806,0.722,1530.0,8.04611,1116.17,1610.0,12.7726,733.941,5517.0,3.99,1.65,FP
1.66402,3.397,7964.45,7.65443,8754.73,2694.0,10.7014,108.513,4841.3,4.71,0.78,FP
3.6688102,2.151,8447.0,9.85973,265.932,1125.0,13.3268,684.507,5821.5,4.36,1.12,FP
25.714253,6.373,33131.0,15.8297,45.1202,722.0,12.1157,232.791,5677.8,4.58,0.86,FP
48.0511988,4.3070574,14503.36049,12.8456117,12.5271592,479.8250298,11.2595,223.882,5354.96,4.45894,1.0417,FP
5.1391542,0.633,6171.0,10.2495,26.3552,631.0,12.2479,388.991,5974.6,4.48,1.0,FP
1.5142292,1.7190416,5271.455864,11.6042711,4024.597942,2031.423044,12.367,658.741,6616.0,4.2907,1.39196,FP
1.4956727,1.965,3708.0,6.10516,658.968,1411.0,11.9409,239.055,4812.0,4.28,1.06,FP
1.8819016,1.162,5107.0,7.09086,128.796,938.0,13.2387,375.707,4704.0,4.36,0.95,FP
0.9602835,1.497,3132.0,6.0323,2118.57,1890.0,12.9691,564.394,5708.0,4.38,1.08,FP
1.5342604,3.271,1768.0,6.09992,15822.4,3124.0,12.695,625.983,8194.0,4.28,1.7,FP
13.697384,4.783848,1061.94658,4.211945,96.8938034,800.1911623,10.966,217.621,5837.0,4.37713,1.10089,FP
2.817627,1.455,868.0,3.22711,327.873,1185.0,10.4875,237.065,6320.6,4.4,1.17,FP
4.9131459,1.25,4488.0,7.84064,76.9918,825.0,10.3552,190.241,5999.0,4.38,1.12,FP
2.6667526,2.594,190.0,3.01006,1172.14,1630.0,9.58671,280.342,6173.0,3.83,2.18,FP
1.996071,5.910879,352.76672,1.947951,1372.564389,1552.397488,10.8623,214.756,6636.0,4.60452,0.975121,FP
216.24584,1.0703729,5045.195068,18.5681404,312.4351835,1072.283771,8.488401,157.721,7053.0,4.22463,1.59688,FP
0.9739887,1.594,2904.0,21.8604,25053.9,3504.0,13.149,1387.55,7357.0,4.08,1.95,FP
1.2529962,1.083,14080.0,19.179,382.546,1232.0,12.8161,196.593,4220.0,4.51,0.75,FP
0.83707,2.497,2745.5,2.98849,2645.93,1998.0,12.4268,88.8248,3776.0,4.72,0.52,FP
736.5528811,4.735,1432.0,3.13923,0.22955,192.0,9.8447,108.2,5659.0,4.57,0.86,FP
0.6257352,0.8361985,13403.1637,9.1590642,420.7449426,1155.113011,13.3892,161.939,3718.0,4.6571,0.593043,FP
4.109953,4.641,434.0,1.81345,1091.8,1601.0,9.0349,84.7306,5653.0,4.46,0.97,FP
5.4934218,3.658,18470.0,17.1065,335.209,1192.0,11.9742,421.48,6028.0,4.29,1.25,FP
3.16043,1.922,203.33,2.38866,616.95,1388.0,8.8154,151.634,6482.3,4.21,1.52,FP
7.8365317,2.271,4532.0,16.9425,157.252,986.0,11.86,747.966,6167.0,3.82,2.21,FP
11.5175506,4.259,12852.0,12.9592,242.58,1099.0,13.1744,675.863,6259.0,4.32,1.27,FP
6.8782937,4.407,11342.0,14.876,264.312,1123.0,11.3321,322.258,5657.0,4.18,1.35,FP
0.46132,1.32,220.0,1.89253,13156.0,2983.0,10.1007,206.755,6629.0,4.41,1.21,FP
8.1958135,1.182,8230.0,13.5081,28.4997,643.0,12.1245,638.253,6496.0,4.24,1.45,FP
3.3815776,3.38,9454.0,16.622,1203.68,1640.0,11.599,640.585,6662.0,4.09,1.78,FP
8.407133,1.272,1490.0,5.06899,24.6329,620.0,11.9125,488.546,6126.0,4.25,1.33,FP
2.593694,3.054429,526.784827,2.980736,4.3241755,367.7863249,9.5215,121.755,5316.6,3.88,1.28725,FP
2.2175244,2.462,1682.0,7.18798,2781.41,2023.0,10.5702,466.499,7406.0,4.1,1.92,FP
4.0662367,3.721,6676.0,10.981,574.869,1364.0,13.1678,849.015,5689.0,4.1,1.49,FP
7.5414411,2.454,16900.0,13.0053,81.7977,837.0,12.5058,397.801,5649.1,4.47,0.96,FP
0.1638211,0.492,14983.0,2.5995,1369.85,1694.0,14.2981,85.964,3314.0,4.94,0.29,FP
3.1239462,2.102,5224.0,18.1791,545.644,1346.0,13.222,1402.62,6159.0,3.75,2.4,FP
0.963081,2.378514,244.261214,2.727644,23744.77394,3166.006188,8.6333,227.265,8688.0,4.32187,1.68698,FP
12.4458741,11.5424587,7049.377739,21.0847933,308.6584229,1069.028498,9.5369,220.953,6746.0,4.41572,1.5288,FP
15.6477055,1.336067,1515.168947,3.2193276,30.6368863,600.0409721,11.7345,215.208,5107.98,4.5443,0.835807,FP
54.6616036,2.388,2020.0,4.04767,1.20276,291.0,10.8578,144.067,5379.0,4.50461,0.8,FP
15.3050693,3.872,770.0,10.4166,340.827,1197.0,9.3309,403.772,5370.0,3.32339,4.16,FP
7.21048,2.671,250.094,3.7188,124.246,930.0,8.9944,196.472,5920.4,3.91,2.14,FP
1.55747,2.714,3127.94,3.80336,5034.13,2346.0,11.143,74.5217,4146.6,4.6,0.62,FP
1.10223,2.598,1015.0,7.4694027,199185.0,5885.0,11.3029,7294.41,8747.0,4.08022,2.23767,FP
1.9160221,1.405,2430.0,10.8261,339.505,1195.0,11.7611,586.704,5623.0,4.37483,2.09,FP
7.6246239,2.0328127,1256.063206,14.4951834,2343.270994,1774.497446,8.7823,305.237,7313.0,4.14443,2.6298299,FP
8.9066251,1.9618338,2178.833634,7.1574108,325.1651305,1083.043104,11.7952,472.297,5829.6,4.1,1.51595,FP
7.06181,5.853,22745.5,24.7848,721.751,1443.0,11.7582,475.359,5818.3,4.4,1.49,FP
14.20489,4.924,8761.57,12.4595,386.596,1235.0,11.766,446.815,6316.3,4.3,1.21,FP
6.7391601,2.537,3040.0,30.8876,5656.73,2416.0,8.3502,422.358,10341.0,3.8,3.39,FP
0.556109,1.096708,172.860189,1.609049,8967.452529,2481.915671,10.7109,230.697,5670.45,4.16644,1.18329,FP
2.3552639,1.033,912.0,8.10129,698.522,1432.0,9.73965,387.97,7069.0,3.88,2.37,FP
20.4276727,5.1878327,2988.502078,19.9576585,1594.302814,1611.619274,8.26522,364.928,8844.0,3.76,3.25795,FP
3.96643,2.025,828.371,5.99981,376.453,1227.0,9.52621,263.022,6565.2,4.09,1.9,FP
1.83485,2.673,1200.0,5.90327,3996.1,2215.0,10.8457,388.477,6466.0,4.11,1.68,FP
4.3433389,4.514,1100.0,24.4433,60347.5,4366.0,9.1672,661.74,9900.0,3.68,3.83,FP
0.76189,1.904,190.0,1.50503,6450.77,2496.0,8.7973,96.3043,5998.0,4.39,1.11,FP
1.2980202,3.007,250.0,2.58794,6354.72,2487.0,9.11269,165.943,6128.0,4.08,1.62,FP
3.9043855,3.525,255.0,1.80937,836.633,1498.0,7.0514,51.8209,6059.06,4.29,1.31,FP
2.3374921,2.279,760.0,4.00659,975.016,1556.0,10.2413,233.2062,5963.4,3.65,1.54,FP
2.3250156,1.775,1130.0,10.7275,2083.06,1882.0,11.2486,506.371,5753.0,3.83,2.05,FP
29.17362,8.075,5558.85,15.4676,167.644,1002.0,11.2532,427.276,5493.2,3.92,1.89,FP
1.1140067,3.072,410.0,6.34675,6504.41,2501.0,11.2716,549.872,5614.0,3.5,2.94,FP
3.2744665,1.5496651,918.0803144,4.0297948,920.8745704,1404.979119,11.0264,302.944,6049.0,4.3,1.2460999,FP
2.5852,1.963,290.0,4.66502,1150.76,1622.0,9.2691,314.616,6639.0,3.73,2.66,FP
30.57908,6.297,12972.8,14.1152,81.7492,837.0,11.4124,310.211,5848.0,4.35,1.13,FP
0.27664,0.72,15669.3,24.4651,15418.8,3104.0,10.855,321.78,5341.6,4.09,1.78,FP
6.0588453,4.084,2740.0,35.2541,4249.82,2249.0,11.3818,938.401,7011.0,3.51,3.6,FP
2.96845,3.707,17064.8,20.1857,969.61,1554.0,10.0938,206.344,5761.5,4.35,1.4,FP
2.96844,3.663,13028.0,19.3343,981.423,1559.0,9.87405,204.316,5772.0,4.1,1.54,FP
1.6375303,1.606,770.0,5.03673,900.876,1526.0,9.70467,211.351,5888.8,3.99,1.72,FP
17.95473,3.139,5962.04,14.9952,225.794,1079.0,9.49344,210.646,6029.5,4.22,1.77,FP
0.8317937,1.875,200.0,2.64673,25432.4,3518.0,8.95699,280.188,8897.0,4.27,1.82,FP
1.6187107,4.739749,1352.169797,12.5948602,26480.60766,3253.506931,10.6698,789.891,9385.0,4.12,2.22468,FP
4.79586,2.132,26891.1,23.4129,377.084,1227.0,10.6596,246.177,5782.5,4.37,1.3,FP
0.60274,1.834,16763.6,11.8344,18432.4,3246.0,10.6659,127.566,5146.2,4.61,0.83,FP
1.37101,2.379,1561.43,4.99178,17275.0,3193.0,10.6124,224.488,5947.5,4.22,1.15,FP
1.7393631,3.6069028,428.8811939,5.1189079,11860.00953,2661.589098,10.5704,522.06,7051.0,3.87,2.40368,FP
2.3960724,4.53,680.0,3.54571,3570.59,2153.0,10.5224,229.595,5743.0,4.18,1.37,FP
2.8259491,2.409,2206.0,8.56637,4419.71,2271.0,10.4337,522.177,8192.0,4.21,1.84,FP
1.10578,1.87,672.523,7.4741,2163.51,1900.0,10.351,414.876,5650.4,4.32,2.62,FP
1.3387555,3.2413088,357.2449276,4.1672558,5177.387851,2163.4528,10.3138,269.611,5322.0,3.82,1.96337,FP
1.6038093,2.253,1190.678295,4.6692325,2674.63294,2004.213921,10.2957,297.758,6711.0,4.25,1.48129,FP
6.3037582,3.757,1700.0,13.147,1735.06,1798.0,10.3075,793.408,8502.0,3.78,3.08,FP
7.52118,6.133,50623.3,12.9114,1910.28,1841.0,10.2763,442.789,6184.6,4.11,0.52,FP
8.76905,3.504,14361.0,21.0089,538.251,1341.0,10.2462,260.641,5906.8,4.22,1.59,FP
5.2146757,4.9830634,3754.150648,14.4476769,1037.07,1607.354148,10.1887,375.582,6080.0,3.78,2.27,FP
4.30438,3.037,672.002,13.7564,503.88,1319.0,10.1989,785.176,6056.9,4.17,4.82,FP
2.396722,3.9453168,384.8985474,3.8384486,15531.06362,2847.213599,10.0267,543.152,10393.0,4.32,1.87739,FP
8.4134856,3.5568334,17479.60533,20.5106959,127.9164213,857.7314308,9.7727,113.667,5786.0,4.52,0.926261,FP
0.941436,1.3606996,339.9126618,4.529209,41562.58781,3641.626449,9.6952,482.278,8322.0,4.01,2.34986,FP
1.5078959,2.759,1839.0,5.53091,9662.8,2762.0,9.6171,180.02,6635.0,4.35,1.3,FP
1.4303699,1.6165994,18960.71229,13.1874503,1281.240825,1525.904809,12.4069,375.31,5600.0,4.48851,0.890774,KP
4.4119378,3.65,15062.0,15.4706,653.252,1408.0,9.7109,175.631,6280.0,4.32092,1.21,KP
3.547854,3.494333,10424.3718,14.581841,1212.004376,1504.858953,11.5232,411.211,6351.0,4.22896,1.4,KP
4.0872956,5.586113,3572.17125,13.6237732,2242.36054,1755.076738,9.8638,316.678,6036.0,3.93359,2.2186699,KP
2.1805277,2.969175,16340.13532,16.808853,1770.465054,1654.404068,11.0657,314.995,6599.0,4.21017,1.2714601,KP
2.1846669,2.86528,11708.02285,13.7028527,1362.138143,1549.44098,9.4995,137.544,5630.0,4.37759,1.23824,KP
3.7354838,4.142,17030.0,21.2315,1292.19,1670.0,11.0261,405.908,6650.0,4.1639,1.57,KP
2.8493825,3.567,8049.0,16.3869,2005.83,1864.0,10.3157,364.411,6900.0,4.438,1.77,KP
3.1316735,2.4579197,14915.69437,9.4995191,148.6544991,890.5622134,13.1686,263.609,4351.0,4.438,0.76701,KP
2.9776446,2.962,13022.0,14.4339,758.324,1461.0,10.4293,197.996,5703.0,4.25824,1.22,KP
3.9502008,4.444,13914.0,20.5357,1009.38,1570.0,9.6433,211.211,6153.0,4.18077,1.71,KP
3.5544026,2.0550535,10164.87534,13.200677,515.0014435,1214.987644,11.5803,290.198,5639.0,4.37172,1.11499,KP
2.5495611,2.6173308,14921.40219,12.9171288,757.1284067,1337.864515,11.2474,248.46,5659.0,4.44653,1.03997,KP
3.0440541,2.5984575,22236.01654,12.1086799,315.9871326,1075.318454,13.163,421.855,5523.0,4.52192,0.809868,KP
1.3484961,2.4074261,18463.76367,15.8824638,2706.960623,1839.671304,12.2851,494.182,6346.0,4.38484,1.14759,KP
2.76676,2.6872178,14947.43878,12.2867389,505.8840075,1209.574123,13.2366,513.011,5346.0,4.48823,0.984866,KP
3.1743504,2.751086,15457.32476,14.9172256,718.9096994,1320.651823,11.6714,342.14,5943.0,4.42524,1.15706,KP
2.1061569,1.4688934,12142.22385,13.086872,691.8428073,1308.041753,13.183,508.842,5380.0,4.4337,0.940697,KP
2.4997996,2.865171,14621.20596,13.8516093,907.8624196,1399.989438,11.6035,302.448,5650.0,4.28867,1.13732,KP
