koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
24.31574009,183.40875,0.653,4.1344,6.4330e+02,2.8,683,51.53,42.5,6242,4.442,1.047,292.4274,44.381271,14.686
199.443024,240.85148,0.932,7.409,4.0360e+03,9.3,332,2.86,55.1,5646,4.278,1.153,281.76578,44.57637,14.546
39.6766071,178.55555,0.639,5.04,6.1120e+02,2.29,473,11.85,24.9,5244,4.449,0.888,291.05722,44.632381,14.405
358.66044,296.9516,0.062,16.732,1.3380e+02,1.62,304,2.02,15.6,5619,4.07,1.406,286.39584,43.075821,11.443
4.454194254,172.8202233,0.479,2.3061,1.6042e+04,11.76,1017,252.22,1022.2,5359,4.425,0.915,299.90591,45.439678,14.995
809.0141881,250.634242,0.717,8.3017,1.6311e+04,14.38,216,0.51,212.9,6230,4.397,1.047,290.38983,45.665329,14.74
21.0871953,202.858405,0.065,5.92691,8.8947e+03,14.43,873,137.06,556.2,6266,4.101,1.522,296.96027,46.034302,14.327
1.575631524,170.393276,1.065,2.59202,2.5627e+04,28.66,1577,1464.43,465.4,6202,4.537,0.858,295.43478,46.203129,14.731
6.09855603,135.92906,0.21,2.9815,8.4400e+01,0.84,927,174.3,24.8,5465,4.449,0.925,287.698,42.338718,12.498
203.250506,208.4914,0.336,9.81,2.3890e+02,1.35,292,1.71,7,5600,4.455,0.872,284.67728,44.79768,15.204
16.54295261,169.65031,0.329,3.8516,7.2600e+02,2.31,611,32.94,36.1,5215,4.518,0.867,297.67261,48.302311,14.687
11.0234748,171.114662,0.724,1.4814,1.7955e+03,2.46,429,8.04,77.2,3744,4.718,0.537,298.10571,48.40115,14.273
34.18884323,193.38946,0.065,5.3278,1.0632e+03,2.97,526,18.05,83.9,5515,4.453,0.925,283.50726,48.552601,14.106
4.30165843,172.311001,0.547,2.1055,7.3940e+02,2.42,1009,244.48,88.3,5480,4.509,0.865,290.43759,48.791882,14.332
7.650243513,171.972352,0.014,2.752,9.8140e+02,2.3,772,83.86,98.8,5409,4.609,0.746,293.16016,48.881191,14.701
2.47240869,132.44084,0.319,1.87,4.7500e+01,0.36,887,145.69,9,4729,4.726,0.525,288.45605,45.80212,13.831
4.592393816,172.004723,0.02,2.2748,1.0277e+03,2.51,924,172.6,105.9,5351,4.582,0.796,283.54416,45.225552,14.868
11.53029332,173.726435,0.027,1.8385,1.2093e+03,3.98,873,137.08,57.6,5770,4.289,1.152,300.90778,45.45787,14.539
5.859935955,132.040528,0.049,4.0185,3.2280e+02,2.56,1246,569.5,186.7,6181,4.22,1.424,288.68869,41.15118,11.018
2.104721971,171.044219,0.001,1.7547,9.0550e+02,2.89,1365,821.44,153.3,5703,4.498,0.975,293.05722,45.551189,14.427
10.63624422,171.69616,0.978,5.055,2.3170e+02,1.58,756,77.02,24.7,5834,4.591,0.774,285.3385,46.309872,14.433
7.9069765,138.427,0.038,4.634,1.2610e+02,1.13,994,230.28,8.3,6347,4.464,0.996,290.88831,51.248169,15.372
6.412512953,169.879804,0.553,5.2677,1.1564e+03,3.89,1069,308.76,183.1,6026,4.366,1.108,293.88293,44.638088,14.684
2.019997006,170.07102,0.502,1.8073,3.3280e+02,1.46,1166,437.85,52.1,5103,4.562,0.787,288.58405,44.733799,14.137
3.763041531,132.59298,0.76,1.6011,3.5450e+02,1.63,948,190.67,37.9,5103,4.562,0.787,288.58405,44.733799,14.137
6.521209629,175.7111,0.514,2.7975,7.6040e+02,2.54,932,178.27,69.8,5822,4.529,0.898,292.22031,44.700031,14.856
6.996926239,175.914281,0.022,2.7374,1.3174e+03,3.21,888,147.07,101.6,5713,4.541,0.893,293.17133,45.065601,14.807
13.9509565,144.287,0.467,5.231,3.5700e+01,0.75,849,122.88,11.2,5888,4.275,1.227,287.37125,39.603569,12.4
5.428344915,169.753676,0.911,1.8931,1.3756e+04,14.88,1033,269.19,140.2,5936,4.501,0.965,297.97424,46.804562,14.694
16.30141333,172.14753,0.786,3.5764,9.4230e+02,3.84,805,99.08,62.4,6072,4.328,1.138,294.02298,46.99955,14.733
24.61480613,191.741225,0.435,2.6602,1.7980e+03,4.2,586,27.93,68.4,5312,4.384,0.986,283.0228,47.261131,14.621
42.949522,153.73786,0.013,5.4154,9.5910e+02,2.98,487,13.29,40.7,5312,4.384,0.986,283.0228,47.261131,14.621
117.033521,245.65151,0.188,6.822,7.7040e+02,2.68,349,3.49,21.9,5312,4.384,0.986,283.0228,47.261131,14.621
386.39833,365.94877,0.287,8.519,7.4800e+02,2.2,214,0.49,4.9,5284,4.523,0.812,297.71039,48.083832,15.399
1.55400389,169.830304,0.016,1.7664,4.6580e+02,1.59,1313,704.5,82.1,5409,4.609,0.746,293.16016,48.881191,14.701
34.25951418,183.23718,0.008,4.7743,1.0725e+03,2.41,468,11.36,66.1,5409,4.609,0.746,293.16016,48.881191,14.701
23.8761144,143.07006,0.014,9.3113,1.6117e+03,10.45,1481,1135.6,225.5,9974,4.048,2.533,293.78574,45.01849,11.409
4.99270186,169.55323,1.232,3.1008,5.5740e+02,26.6,1051,288.29,42.3,5724,4.429,0.951,296.80893,48.965389,14.917
4.79860021,173.257466,0.594,3.0384,8.1740e+02,2.51,978,216.54,88.1,5631,4.557,0.847,286.55103,49.418739,14.675
7.7333361,133.58981,0.084,2.807,1.2690e+02,0.57,479,12.41,9.3,3780,4.746,0.511,287.85812,42.542629,15.108
9.57665962,176.683759,0.043,3.3603,7.4680e+02,2.88,846,121.26,82.6,5386,4.322,1.076,287.1011,46.896481,14.598
96.6781852,140.18339,0.336,5.6957,9.5130e+02,3.29,392,5.55,44.7,5386,4.322,1.076,287.1011,46.896481,14.598
20.55280311,145.02837,0.568,2.2013,7.2730e+02,2.99,656,43.8,42.4,5386,4.322,1.076,287.1011,46.896481,14.598
2.023123903,170.513161,0.026,1.1829,1.2889e+03,2.87,1266,608.26,76,5559,4.578,0.803,288.84903,47.021969,14.977
10.94026745,170.30551,0.595,2.3494,5.3860e+02,2.08,764,80.52,30.6,5749,4.547,0.864,288.67068,47.399139,14.909
19.5352551,148.20374,0.702,1.013,1.7320e+03,0.53,161,0.16,5.9,2703,5.274,0.118,292.50378,41.830421,17.131
3.687469832,170.8803594,0.919,1.0668,5.0576e+03,5.78,690,53.6,363.9,4004,4.659,0.606,287.69119,47.546902,14.418
151.863949,143.31451,0.016,8.577,7.4700e+02,2.41,318,2.43,22.5,5713,4.541,0.893,293.17133,45.065601,14.807
5.945043548,170.472237,0.763,2.7004,8.0020e+02,2.69,857,127.64,67.6,5105,4.469,0.868,291.18338,45.32317,14.808
65.7045275,137.44275,0.663,3.3104,6.3610e+02,2.78,472,11.72,70.4,5918,4.403,1.043,283.37482,43.788219,11.667
17.73842886,148.99011,0.845,3.0049,6.0550e+02,2.47,596,29.74,29.8,5105,4.469,0.868,291.18338,45.32317,14.808
84.799829,180.4426,0.795,15.21,5.6100e+01,1.16,491,13.79,14.4,5619,4.07,1.406,286.39584,43.075821,11.443
9.93962361,131.58267,0.934,3.432,3.0010e+02,1.93,722,64.29,21.5,5105,4.469,0.868,291.18338,45.32317,14.808
6.8731664,172.518826,0.055,6.8569,3.7538e+03,13.44,1482,1140.56,535.5,6490,3.942,2.179,296.81369,47.526611,14.588
8.600099313,172.529281,0.048,4.0077,2.7916e+03,4.17,760,78.72,209.2,5246,4.501,0.805,297.70023,47.86375,14.486
12.37646897,179.404945,0.468,2.7075,1.7090e+03,2.53,483,12.87,81.2,4200,4.664,0.607,285.48505,48.054321,14.897
9.340538,135.12248,0.074,2.57,2.0080e+02,0.84,530,18.69,11.1,4200,4.664,0.607,285.48505,48.054321,14.897
330.071558,340.9871,0.681,4.295,6.1670e+02,2.94,286,1.58,10.6,5933,4.342,1.115,297.46533,42.882839,13.956
18.87022157,178.71167,0.013,3.1404,1.0966e+03,2.82,621,35.13,72.7,5402,4.452,0.865,282.46051,48.257118,14.262
19.5776073,135.2032,0.049,3.382,9.8100e+01,0.9,628,36.82,17.2,5465,4.449,0.925,287.698,42.338718,12.498
17.20522898,175.05878,0.012,3.6688,1.0806e+03,2.22,553,22.05,75.7,5211,4.643,0.689,291.2211,50.581299,14.472
17.90766147,175.55977,0.978,5.396,1.0893e+03,4.89,731,67.59,78.4,6153,4.471,0.993,296.10959,51.005501,14.162
22.18332255,169.49619,0.024,5.1364,7.4810e+02,2.78,646,41.24,70.3,5565,4.361,1.03,289.52115,51.237309,14.118
354.78194,175.7246,1.17,6.46,1.9300e+02,30.53,325,2.62,7.7,5798,4.025,1.525,293.72586,47.24704,13.037
7.65880048,173.03964,0.017,3.0427,6.6820e+02,2.19,858,128.18,57.6,5657,4.508,0.855,290.24704,52.149132,14.528
9.3789167,176.45197,0.671,3.3427,5.6350e+02,2.03,803,98.22,42.6,5684,4.493,0.808,286.9639,37.829708,14.72
4.221626193,173.699895,0.847,3.0619,6.5800e+02,2.87,1176,453.2,83.7,6123,4.472,0.987,284.2572,47.68895,14.708
16.54967098,171.69398,0.88,4.3808,7.4450e+02,2.95,656,43.72,46.8,5372,4.434,0.916,280.64136,47.751942,14.68
2.154911236,133.498613,0.113,3.1341,9.9700e+01,1.42,1740,2162.35,83,6181,4.22,1.424,288.68869,41.15118,11.018
11.505879,136.2363,0.029,5.583,4.9800e+01,0.99,1000,236.35,12.5,6336,4.266,1.403,298.81638,43.998039,12.885
3.52467888,131.63994,0.976,2.484,1.2970e+02,1.46,1098,344.61,12.3,5372,4.434,0.916,280.64136,47.751942,14.68
6.400157105,174.02214,0.898,2.0004,7.4320e+02,2.52,810,101.72,49.1,5299,4.597,0.766,298.66373,47.762039,14.613
2.437029217,170.73808,0.014,3.2005,2.4400e+02,2.04,1513,1237.66,49,5573,4.177,1.329,286.00494,45.480389,14.573
9.9267215,175.68671,0.625,3.8428,7.2550e+02,2.76,803,98.34,97.3,5475,4.43,0.982,287.91791,45.592869,14.129
21.22349325,170.37387,0.794,4.9416,5.8290e+02,2.63,623,35.69,60.2,5475,4.43,0.982,287.91791,45.592869,14.129
6.47027706,136.50567,0.732,3.343,1.1690e+02,1.15,926,173.79,18.3,5475,4.43,0.982,287.91791,45.592869,14.129
3.722158895,171.560055,0.644,1.9941,7.5740e+02,2.33,1046,283.28,70.3,5617,4.574,0.806,291.35464,45.747898,14.911
46.9026431,154.30327,0.645,3.9264,8.2130e+02,2.6,458,10.44,40.6,5402,4.452,0.865,282.46051,48.257118,14.262
5.263415218,174.351207,0.853,2.1446,1.0307e+03,3.77,1103,349.4,117,6099,4.456,1.028,290.74768,48.242008,14.279
4.030466786,171.092308,0.033,2.7734,2.9083e+03,4.48,970,209.11,227.4,5234,4.542,0.854,298.55084,48.332451,14.924
9.27989,133.7457,0.579,3.33,1.6430e+02,1.29,897,152.86,8.6,6052,4.456,0.967,284.84662,49.692402,15.28
328.240201,199.203375,0.75,12.2726,1.3889e+04,10.99,224,0.59,287.6,5234,4.542,0.854,298.55084,48.332451,14.924
22.26480657,173.103028,0.75,8.7941,1.9373e+04,12.34,585,27.79,873.4,5681,4.566,0.813,288.6925,49.72353,14.626
2.217038096,171.69587,0.754,1.8575,5.4370e+02,3.23,1697,1956.29,49.5,6521,4.352,1.276,291.54099,37.816559,14.613
8.874603,140.2954,0.1897,2.88,9.3300e+01,1.24,1070,309.5,5.4,6517,4.349,1.278,291.54099,37.816559,14.613
4.393157678,172.867528,0.102,2.4455,4.4720e+02,1.41,807,99.9,63,4799,4.631,0.692,292.65842,38.34539,14.023
251.7512,271.06864,0.943,4.314,1.1430e+02,1.25,272,1.29,7.5,5640,4.492,0.921,283.42911,47.59251,12.623
16.14567193,134.754877,0.75,3.7236,9.4110e+02,2.48,546,20.98,242.7,4900,4.602,0.741,281.48273,47.208031,11.492
1071.232624,420.286557,0.216,16.1784,1.9046e+04,9.27,129,0.07,544.2,4799,4.631,0.692,292.65842,38.34539,14.023
2.735900074,171.0964,0.189,1.9359,4.2890e+02,1.56,1075,315.95,44.5,5299,4.597,0.766,298.66373,47.762039,14.613
5.852968845,171.181624,0.316,4.5973,1.1465e+03,3.46,1056,293.93,152.4,6050,4.45,1.013,296.38553,48.233452,14.434
81.1701587,178.58702,0.875,8.358,1.1832e+03,4.71,436,8.55,51,5460,4.263,1.165,286.02402,48.43177,14.499
371.17573,458.7146,0.781,8.2,1.3370e+02,4.07,610,32.64,12.1,9030,3.822,3.218,290.81604,47.682892,11.471
2.820190603,170.787705,0.614,2.554,4.6750e+02,2.53,1367,824.92,64.2,5831,4.359,1.121,285.79068,48.683262,14.665
21.21712312,171.64936,0.89,5.89,6.3600e+02,2.97,706,58.63,56.2,6191,4.438,1.007,294.95145,48.651192,14.56
200,171.27413,,7.27,,,,,,,,,292.97882,48.99667,14.133
15.77980122,175.96934,0.025,4.0369,5.4140e+02,2.11,713,60.96,39.4,5941,4.519,0.911,282.7868,46.244991,14.608
14.03490255,171.60491,0.66,3.638,8.5180e+02,2.41,641,39.97,60.9,5258,4.513,0.785,298.38483,46.276039,14.574
10.35586478,175.68106,0.178,2.8431,6.6090e+02,1.92,620,34.93,49.5,4646,4.539,0.778,282.45059,46.3214,14.337
22.34296483,132.741641,0.031,6.66405,5.6128e+03,9.99,785,89.61,1118.9,6181,4.234,1.331,297.33307,41.891121,12.205
11.38840217,174.55377,0.243,3.6949,4.3800e+02,3.04,979,216.55,34.7,5876,4.151,1.456,296.4986,46.57724,14.615
20.5498184,178.946396,0.649,5.5484,1.5643e+03,4.04,657,44.11,123.1,5688,4.415,0.971,289.78052,49.89653,14.534
934.0941846,657.26877,0.4948,17.489,8.7096e+03,7.89,177,0.23,135.5,5937,4.559,0.832,289.78052,49.89653,14.534
199.8392053,225.35896,0.811,4.378,4.4490e+04,21.48,276,1.36,590.6,5457,4.548,0.869,286.65689,50.021568,14.74
17.4217322,145.9011,0.415,4.718,2.0840e+02,1.42,727,65.92,9.3,6052,4.456,0.967,284.84662,49.692402,15.28
15.84132627,177.142109,0.891,1.8215,3.1083e+04,16.84,575,25.77,135.8,5119,4.575,0.702,296.61859,50.022011,14.497
5.931196562,174.796908,0.886,2.4999,1.0074e+03,2.01,562,23.5,90.5,3984,4.72,0.539,288.49582,51.08194,14.258
0.837491225,131.574858,0.022,1.796,1.9040e+02,1.43,1980,3630.32,189.5,5676,4.347,1.044,285.67938,50.241299,10.961
7.40611676,134.07481,0.077,2.8826,4.1790e+02,1.37,678,49.89,49.6,4799,4.631,0.692,292.65842,38.34539,14.023
21.803708,139.07199,0.568,3.369,2.4640e+02,1.11,473,11.82,18.5,4799,4.631,0.692,292.65842,38.34539,14.023
4.66229074,169.65558,1.197,3.73,3.4540e+02,24.12,1166,437.35,29.8,6191,4.454,1.025,290.62134,38.695499,14.367
29.9111886,194.71129,0.041,6.6436,9.4200e+02,2.9,541,20.31,50.8,5275,4.397,0.969,295.18292,38.654228,14.424
2.908453928,170.12474,1.195,2.5363,4.2750e+02,19.44,1181,459.47,40.4,5786,4.558,0.824,286.0705,38.975101,14.722
25.69581456,188.78889,0.68,4.0251,1.1308e+03,1.7,314,2.3,45.1,3787,4.775,0.477,294.71194,39.073761,14.885
25.70280003,194.82512,1.27,3.1644,5.6238e+03,33.1,562,23.68,67.9,5532,4.488,0.835,297.76697,49.446659,14.917
13.64617478,180.34991,0.115,3.4098,6.3300e+02,2.06,678,49.89,43.4,5569,4.566,0.829,288.92157,49.762032,14.748
3.213668926,123.611878,0.021,3.98235,7.2780e+02,4.13,1515,1244.44,346.9,5795,4.101,1.545,285.61533,50.13575,12.211
8.13121389,137.99254,0.622,4.2386,1.1180e+02,1.58,1117,368.36,55.3,6181,4.22,1.424,288.68869,41.15118,11.018
41.8854433,178.6919,0.917,6.763,6.8740e+02,3.28,540,20.05,47,5735,4.356,1.028,295.57135,49.774578,14.35
13.81733587,135.03413,0.967,4.261,2.2320e+02,2.04,781,88.04,20.4,5735,4.356,1.028,295.57135,49.774578,14.35
52.8148051,164.90456,0.002,7.309,5.5370e+02,3.33,562,23.57,27.4,5565,4.117,1.439,291.97144,47.86417,14.915
8.30783912,171.17201,0.019,3.1516,7.7750e+02,2.15,751,75.09,66.4,5320,4.589,0.786,288.12097,47.966671,14.813
34.0963441,153.82654,0.386,3.896,4.7270e+02,1.71,469,11.42,21.5,5320,4.589,0.786,288.12097,47.966671,14.813
6.45442931,173.21478,0.749,2.6772,5.8610e+02,2.48,999,234.98,45.3,6092,4.496,0.943,296.12073,47.921478,14.854
3.595769013,170.36915,0.496,3.1569,3.8370e+02,2.39,1296,666.88,45.9,5762,4.283,1.196,286.24982,48.06094,14.827
52.6615266,183.52054,0.682,3.1592,1.0781e+03,1.87,271,1.28,38.4,3984,4.72,0.539,288.49582,51.08194,14.258
1.902208647,170.449657,0.116,2.19877,2.3435e+03,4.45,1346,778.26,363.2,5400,4.463,0.937,296.40686,51.35815,14.313
20.605501,146.5069,0.705,3.793,3.7100e+01,0.85,806,99.53,11.1,6099,4.193,1.308,285.47659,41.632717,11.049
15.90688891,177.9305,0.014,3.9879,9.2470e+02,2.35,588,28.32,75,5097,4.554,0.797,290.29651,37.749489,14.172
4.973455252,170.885791,0.817,1.6519,7.4160e+02,2.46,867,133.55,65.4,5097,4.554,0.797,290.29651,37.749489,14.172
30.5528972,173.90269,1.216,5.269,8.6520e+02,30.74,670,47.63,35.6,6284,4.349,1.138,290.96353,38.472542,14.532
4.804469031,169.63529,0.979,3.4587,7.4440e+02,3.35,953,194.68,67.3,5470,4.528,0.809,289.31018,39.132221,14.873
1.616883373,169.80396,0.856,1.6325,4.3730e+02,4.47,1774,2342.49,43.9,4868,3.902,1.816,288.75494,39.563648,14.411
9.5539134,135.5281,0.142,5.261,2.6800e+01,0.68,1012,247.86,13.1,6175,4.299,1.307,281.83533,44.155918,11.714
13.19322809,175.6096,0.005,5.0036,5.8570e+02,2.94,862,130.35,50.9,5946,4.309,1.223,294.71017,39.8251,14.606
10.31174786,134.07991,0.747,3.1818,2.7590e+02,1.34,634,38.13,81.7,4900,4.602,0.741,281.48273,47.208031,11.492
4.42535097,134.56312,0.177,3.504,1.7900e+02,1.63,1240,559.22,22.1,5946,4.309,1.223,294.71017,39.8251,14.606
4.302139338,173.438922,0.652,2.0289,7.4720e+02,2.46,937,182.7,65.5,5041,4.479,0.857,296.1514,50.09581,14.707
3.137845914,133.55689,0.454,1.91,3.0570e+02,1.5,1041,277.64,30.8,5041,4.479,0.857,296.1514,50.09581,14.707
6.77067637,133.34914,0.127,5.982,6.5800e+01,1.9,1499,1193.45,19.6,6337,3.893,2.335,285.92322,42.54985,11.915
3.74782314,171.66634,1.202,5.133,4.2340e+02,25.59,1253,583.52,53.8,6161,4.454,1.053,291.02252,50.259109,14.763
1.09173174,170.37724,0.334,1.9719,1.8690e+02,1.07,1488,1153.1,32.2,5354,4.587,0.788,296.25949,50.344372,14.689
20.68420772,170.19034,0.488,6.4415,8.5850e+02,3.28,729,66.83,59.6,6246,4.433,1.092,289.83011,50.586239,14.896
50.6985408,141.31813,0.137,5.972,6.1090e+02,3.58,595,29.58,30.1,5876,4.151,1.456,296.4986,46.57724,14.615
2.9926465,170.80128,0.319,1.81,1.0590e+02,0.89,1170,443.12,16.1,5718,4.549,0.863,289.8533,46.787151,14.396
0.589376952,131.8694,0.491,1.71,8.0700e+01,0.93,2162,5161.1,11.4,5714,4.428,1.015,295.81616,51.121738,15.367
39.7529915,175.46244,0.046,4.9641,5.4930e+02,2.37,568,24.54,40.9,6072,4.411,1.01,294.46268,46.821449,14.292
9.99760285,171.78828,0.851,3.4423,6.3870e+02,2.82,860,129.18,39,6004,4.484,0.977,294.98914,46.838329,14.957
90.4117992,208.5028,0.849,7.106,1.2650e+03,3.96,413,6.86,35.4,6004,4.484,0.977,294.98914,46.838329,14.957
13.54057461,171.67762,0.18,4.4673,4.6100e+02,2.17,779,87.1,53.3,5767,4.389,1.014,291.09723,38.87561,14.002
1.732346403,134.53123,0.184,2.2139,1.8240e+02,1.37,1546,1345.92,41.2,5767,4.389,1.014,291.09723,38.87561,14.002
1.74610057,131.7921,0.032,1.299,5.4200e+01,1.24,1689,1924.75,9.2,4854,3.939,1.749,281.45718,46.746471,13.884
7.0257409,133.62713,0.812,2.245,1.9070e+02,1.56,969,208.92,21.2,5767,4.389,1.014,291.09723,38.87561,14.002
16.21774917,180.0425,0.336,4.9274,7.5830e+02,2.22,664,45.87,80.3,5837,4.577,0.798,285.51685,38.9324,14.2
11.72291212,177.3196,0.012,4.2064,4.9220e+02,2.08,766,81.46,58.8,5550,4.431,0.953,290.52942,38.942661,14.112
8.661374,177.5427,0.6469,2.972,1.6010e+02,1.32,945,188.16,4.7,6250,4.472,0.986,291.02249,39.917629,14.66
9.66857386,174.53483,0.8,2.4656,4.1170e+02,1.9,730,67.06,36.9,5288,4.541,0.836,295.00204,39.95293,14.272
7.053527145,176.474146,0.172,2.3982,1.4801e+03,2.16,547,21.17,92.3,4041,4.697,0.567,296.11258,39.978779,14.804
9.521644639,177.484839,0.023,2.3569,1.4913e+03,2.16,495,14.2,79.2,4041,4.697,0.567,296.11258,39.978779,14.804
3.072146607,134.030017,0.032,1.8732,5.3900e+02,1.3,722,64.09,44.9,4041,4.697,0.567,296.11258,39.978779,14.804
4.645382149,134.58939,0.154,2.0271,5.6550e+02,1.33,629,36.9,40.4,4041,4.697,0.567,296.11258,39.978779,14.804
9.82578495,131.42495,0.888,5.2498,4.3330e+02,2.66,935,180.36,38.1,6246,4.433,1.092,289.83011,50.586239,14.896
25.30291816,188.060148,0.04,4.4903,2.1057e+03,3.95,535,19.39,117.7,5121,4.457,0.888,294.5704,50.673019,14.773
21.30020491,189.70595,0.075,4.0852,6.5980e+02,2.99,725,65.37,58.1,6008,4.35,1.168,289.50067,51.68573,14.02
289.864067,133.69719,0.856,7.565,5.2910e+02,2.34,257,1.03,57.4,5516,4.446,0.886,289.2175,47.88446,11.664
10.29767658,131.73374,1.194,6.649,6.5550e+02,39.14,1022,258.09,57,5671,4.075,1.608,289.79907,38.555061,14.565
51.0674355,147.60941,0.482,4.374,5.9750e+02,2.44,499,14.69,18.7,6004,4.484,0.977,294.98914,46.838329,14.957
199.9976349,250.97231,,3.43,,,,,,,,,298.70157,47.337315,14.949
1.682695938,170.453117,0.025,1.3867,7.0380e+02,1.23,750,74.7,75.4,3669,4.787,0.47,283.74069,47.516289,14.818
17.30795548,176.94326,0,5.1126,6.3300e+02,3.56,815,104.37,46.4,5565,4.117,1.439,291.97144,47.86417,14.915
10.42367744,138.009041,0.005,5.2257,7.7730e+02,3.72,1012,247.48,204.4,6181,4.234,1.331,297.33307,41.891121,12.205
2.09227115,133.06258,0.271,2.4062,2.0760e+02,2.06,1648,1746.66,30,5565,4.117,1.439,291.97144,47.86417,14.915
45.29422297,138.678725,0.025,6.83,4.7710e+02,2.26,524,17.75,134.8,5676,4.347,1.044,285.67938,50.241299,10.961
260.2071733,258.34887,,6.59,,,,,,,,,296.18063,39.435452,14.707
16.70920628,174.75417,0.855,2.7052,8.3980e+02,2.27,500,14.73,40.4,4621,4.605,0.668,284.03223,39.78133,14.427
28.55158187,185.47672,0.623,4.1502,8.0780e+02,1.97,418,7.21,36,4621,4.605,0.668,284.03223,39.78133,14.427
4.045057186,172.68365,1.292,2.9954,7.5270e+02,30.33,1126,381.17,62.2,5906,4.473,0.87,294.58817,40.165051,14.865
10.13958818,178.45074,0.078,2.6446,1.1559e+03,1.68,447,9.41,40.3,3893,4.758,0.5,297.07016,40.86879,14.902
43.5859419,194.6107,0.011,4.6814,1.7087e+03,2.05,275,1.35,38.9,3893,4.758,0.5,297.07016,40.86879,14.902
0.986785834,133.171292,0.026,1.1879,4.5000e+02,1.19,1054,292.35,51.5,4041,4.697,0.567,296.11258,39.978779,14.804
24.7962801,170.32595,0.01,8.33,5.7440e+02,2.7,664,45.92,43.6,5770,4.333,1.141,298.47321,40.075871,14.612
5.91037674,171.15166,0.123,3.421,2.5690e+02,1.38,937,182.47,34.5,5515,4.443,0.867,293.83701,40.41275,14.276
27.4536146,145.02866,0.765,3.747,1.3640e+02,0.95,457,10.34,27.5,4900,4.602,0.741,281.48273,47.208031,11.492
8.22241355,172.95657,0.246,2.71,1.4686e+03,2.28,558,22.86,67,4213,4.658,0.615,283.49982,40.552799,15
0.635587392,133.41665,1.151,4.7,1.4770e+02,28.58,2587,10637.41,40.9,5671,4.075,1.608,289.79907,38.555061,14.565
13.02363236,178.52482,0.032,3.9734,6.0700e+02,2.3,743,71.85,50.5,5627,4.453,0.945,293.47012,39.252811,14.07
11.6370303,178.84448,0.066,3.3372,6.0430e+02,2.9,857,127.46,36.4,5576,4.257,1.198,293.53085,39.315891,14.943
6.93650854,133.98309,0.331,3.674,8.8700e+01,1.51,1305,687.21,11.3,6615,4.173,1.574,294.89734,40.798168,12.209
5.68798675,133.95607,0.663,2.2682,4.7640e+02,2.76,1088,330.44,33,5576,4.257,1.198,293.53085,39.315891,14.943
3.055171082,171.099046,1.204,1.6798,8.6653e+03,35.24,1358,804.33,143.2,6237,4.426,0.987,297.39825,40.229191,14.741
5.40426917,172.18553,0.229,2.5315,8.6060e+02,2.85,1073,312.93,40.5,6122,4.487,0.964,290.84906,48.416012,14.697
11.67894236,131.5119,0.94,1.2641,1.1851e+03,4.17,830,112.07,23.1,6122,4.487,0.964,290.84906,48.416012,14.697
1.208462378,133.67712,0.831,1.544,2.2730e+02,1.64,1767,2307.65,17.4,6122,4.487,0.964,290.84906,48.416012,14.697
2.85188338,132.1455,0.578,2.666,1.1490e+02,1.23,1398,903.77,10.1,6123,4.413,1.107,285.55481,45.578861,15.649
12.91385906,177.27535,0.845,5.3685,4.8790e+02,2.49,849,122.66,40.5,6253,4.41,0.997,291.15939,51.334862,14.647
54.31996151,161.239869,0.497,8.5858,1.9750e+03,6.07,584,27.4,291.3,6181,4.234,1.331,297.33307,41.891121,12.205
252.0792347,240.234923,1.283,3.9808,5.5826e+03,41.07,318,2.42,104.1,6348,4.434,1.014,288.19809,41.09417,14.183
27.04627886,171.95525,0.962,2.666,9.0080e+02,3.54,636,38.62,48.8,6332,4.516,0.915,291.75223,41.311241,14.173
3.723560726,172.17977,0.954,3.435,5.4000e+02,3.46,1401,910.65,58.9,6535,4.373,1.181,290.41916,41.525372,14.93
18.3848331,135.4745,0.711,3.545,1.5180e+02,1.15,587,27.99,10.3,5083,4.468,0.872,289.19263,44.149319,14.685
3.705991661,169.94286,0.623,5.1658,5.0140e+02,2.43,1281,637.42,100.3,6187,4.409,1.034,293.70847,41.615131,14.641
5.188671659,125.879388,0.884,5.0534,5.4890e+02,5.2,2118,4750.81,331.6,9523,4.205,1.941,298.32425,42.38847,10.96
2.236100588,169.64852,1.427,1.8643,2.7241e+04,55.59,1255,586.38,43,5708,4.578,0.795,285.11969,42.299129,14.549
40.606895,199.25748,0.494,5.756,6.5750e+02,2.67,521,17.4,36.3,5538,4.384,1.027,295.4328,40.648239,14.56
13.76710058,174.81089,0.806,2.9105,6.8480e+02,2.24,595,29.55,41.6,5001,4.582,0.76,285.99988,40.919319,14.194
2.2165905,131.5607,0.703,1,2.8700e+01,0.48,1215,515.27,2.8,5397,4.543,0.831,292.38855,42.233261,11.799
6.1954595,134.71507,0.647,2.952,2.9640e+02,1.37,776,85.77,27.1,5001,4.582,0.76,285.99988,40.919319,14.194
3.25058201,133.69472,0.684,2.2537,2.1840e+02,1.19,962,202.09,24,5001,4.582,0.76,285.99988,40.919319,14.194
8.34819209,136.84111,0.799,2.835,2.8890e+02,1.45,702,57.48,22.1,5001,4.582,0.76,285.99988,40.919319,14.194
