koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
9.4527721,135.7805,0.746,3.817,1.9730e+02,1.3,832,113.38,11.3,5973,4.547,0.857,290.7377,45.725368,15.58
4.3638313,135.33772,0.39,1.457,1.9410e+02,1.08,976,214.31,10.3,5623,4.596,0.763,287.50766,44.31424,15.642
6.18943952,134.78,0.334,2.3316,8.3200e+01,0.65,783,88.79,26.8,5051,4.562,0.721,289.75229,41.634605,8.717
6.83006228,135.76099,0.006,3.315,1.8740e+02,1.09,882,142.95,12.1,5807,4.576,0.8,289.26697,51.751221,15.17
17.1622587,148.6441,1.201,4.668,3.1220e+02,22.42,674,48.86,11.7,5729,4.509,0.939,294.22134,39.989521,14.841
5.19898615,133.05317,0.428,2.359,1.3680e+02,1.04,1035,271.21,11.5,6058,4.54,0.867,298.78278,48.312809,14.652
8.70179611,138.24633,0.045,3.048,3.0410e+02,1.37,750,74.58,11.8,5295,4.548,0.8,295.90503,45.40543,15.85
14.74426,135.04,1.063,8.168,1.1360e+02,8.1,784,89.04,11.9,6146,4.454,0.987,301.56284,44.240391,13.775
0.933747395,131.51671,0.541,4.798,3.0900e+01,1.24,2596,10738.05,26.7,5574,3.818,2.174,292.79254,47.576721,12.877
58.873429,153.9076,0,17.487,2.2647e+05,76.18,679,50.35,106.8,7078,4.192,1.568,295.49011,39.105862,14.048
14.1166583,136.3632,1.9614,9.12,4.4930e+02,238.66,1205,497.8,5.9,6526,3.883,2.238,297.85822,41.330231,13.572
35.0175053,139.8496,0.809,3.608,2.9200e+02,2.13,617,34.32,12.8,5944,4.293,1.123,292.35605,39.11945,14.638
47.3128645,146.3073,0.967,11.444,2.1740e+02,3.71,658,44.26,17.6,5749,4.002,1.876,286.35922,42.227482,14.553
29.6990126,135.6251,0.3636,1.849,9.3300e+01,1.93,880,141.6,7.4,6382,3.94,1.961,288.84711,39.934311,11.998
6.1082945,131.8756,0.63,3.493,6.1100e+01,1.06,1267,608.39,10.8,6720,4.316,1.289,295.17538,45.930908,13.606
119.72007,175.8762,0.025,9.48,1.1560e+02,1.26,410,6.67,9,5963,4.321,1.176,291.16129,38.710602,13.59
1.27839331,132.0902,0.201,6.343,1.9500e+01,0.86,2853,15656.19,15.2,7758,4.106,1.918,294.46487,39.725391,13.107
7.545922037,134.4902954,0.625,4.0329,2.2200e+01,0.68,1084,326.67,13.4,5788,4.178,1.376,288.39529,39.872627,11.158
0.58675746,131.75424,1.183,1.508,1.4380e+02,19.91,2157,5080.59,18.4,5942,4.506,0.938,287.82877,42.061642,15.509
22.599501,152.9112,0.12,4.38,7.6900e+01,0.96,734,68.48,2.9,6335,4.375,1.087,296.29056,44.42326,11.531
373.74856,305.2558,0.9735,28.18,7.9780e+02,4.45,287,1.59,12.6,6343,4.411,1.137,292.26291,46.430641,15.642
20.8822079,151.6953,0.1364,4.556,1.1070e+03,3.63,661,45.17,11,5780,4.438,1,300.9288,44.356293,14.945
7.28171395,137.30085,0.956,1.723,1.1160e+02,2.59,1086,329.68,14.4,4970,3.924,1.806,299.13779,43.498638,13.367
8.0386699,135.3098,0.399,3.549,1.4200e+02,1.18,926,173.92,11.6,6018,4.485,0.975,290.51785,41.238762,14.999
44.9851885,150.5703,0.664,4.164,6.1780e+02,2.09,433,8.34,12.7,5295,4.548,0.8,295.90503,45.40543,15.85
6.67410577,136.9407,0.927,3.645,1.6090e+02,1.62,1022,257.38,12.6,5949,4.389,1.041,295.7023,43.900928,15.066
374.92478,265.3585,0.348,18.05,6.1000e+02,1.67,171,0.2,6,4407,4.593,0.69,290.35947,41.552052,15.822
5.89089509,132.43645,0.282,2.402,2.6770e+02,1.54,985,223.02,11.7,5869,4.513,0.942,284.6134,48.37347,15.683
4.13029832,133.5272,0.041,2.461,3.2530e+02,1.44,995,231.52,8.7,5490,4.557,0.81,291.2941,41.91283,15.956
4.60690612,135.19221,0.203,4.176,1.3750e+02,0.9,950,192.38,13.3,5529,4.583,0.775,284.65338,42.48835,15.069
1.50178705,131.56426,0.359,2.936,8.6700e+01,0.93,1617,1619.24,13.4,5964,4.471,0.987,295.19534,39.92725,15.028
0.499664962,131.62724,0.28,1.6123,3.4300e+01,0.5,2056,4230.98,31.6,5570,4.561,0.855,289.74673,50.99371,10.437
17.4453935,135.7609,1.254,6.39,5.0170e+02,32.01,770,83.11,16.4,6260,4.433,1.063,291.9281,41.968441,15.954
201.325036,174.7724,0.597,14.4,1.2540e+02,1.98,410,6.71,14.2,6120,4.093,1.699,292.93643,46.753021,13.174
5.59346375,131.50752,0.079,1.668,2.3650e+02,1.43,1008,243.63,9.5,5874,4.498,0.933,288.44839,49.714031,15.308
3.44928111,133.38221,0.534,1.424,2.3700e+02,1.23,966,206.55,9.7,5119,4.591,0.781,291.45734,37.206841,15.144
1.4725859,132.92731,0.377,2.953,8.4400e+01,0.93,1662,1801.98,13.3,6077,4.471,0.999,287.64566,48.638821,15.117
2.97607935,132.953,0.7955,4.606,1.3040e+02,1.1,1144,404.28,14.1,5547,4.534,0.865,291.21246,50.45356,15.331
37.9043889,163.7386,0.473,11.638,9.8200e+01,1.97,693,54.36,13.9,5303,3.87,1.964,290.25931,46.885109,13.726
1.44438449,132.75645,0.466,2.704,7.5400e+01,1.08,1980,3622.28,10.8,6667,4.358,1.213,294.04175,39.457371,14.815
6.88297756,134.16424,0.707,2.065,3.0400e+01,0.77,1141,400.53,13.2,6117,4.244,1.298,283.35046,45.339111,11.525
8.7963166,134.3262,0.979,4.696,9.6500e+01,1.36,882,142.92,11.9,5780,4.438,1,283.83884,40.421974,13.641
2.049602348,132.32639,0.435,1.061,1.8610e+02,1.08,1203,494.57,11.3,5356,4.589,0.78,289.18149,51.562538,15.277
53.285584,172.297,0.754,6.492,1.5860e+02,1.44,537,19.63,11,6015,4.297,1.057,283.57269,41.695728,13.98
5.8943338,134.10692,0.003,3.475,2.8900e+01,0.61,1092,335.9,10.7,5929,4.357,1.145,288.34488,49.021938,12.322
8.119343,135.1862,0.032,3.558,3.5040e+02,1.5,794,94.08,8.2,5490,4.557,0.81,291.2941,41.91283,15.956
7.74347801,135.09417,0.018,2.7878,7.7800e+01,0.62,727,65.88,24.4,5051,4.562,0.721,289.75229,41.634605,8.717
18.0071438,138.31266,0.081,5.401,8.0800e+01,1.05,799,96.25,13.1,6173,4.314,1.167,291.09943,44.545689,13.615
5.60473115,131.62861,0.221,2.885,2.1000e+02,1.11,866,132.98,11.9,5401,4.593,0.777,286.33011,39.683182,15.683
132.778041,188.4972,0.735,5.624,9.0360e+03,10.38,357,3.83,10.6,5780,4.438,1,288.53769,43.258904,13.34
2.49915311,133.08978,0.666,1.803,1.7920e+02,1.02,983,220.65,13.4,4705,4.572,0.72,294.3735,40.65144,15.352
184.568,173.6314,0.2544,13.09,4.0990e+02,1.53,282,1.5,10.2,5680,4.595,0.75,294.43747,44.180901,15.185
105.997107,144.41965,0.667,3.751,4.3080e+02,1.83,373,4.59,10.9,6068,4.565,0.831,295.6709,47.830399,14.894
2.48882685,132.12332,0.711,3.487,8.0200e+01,1.05,1477,1124.85,14.2,6246,4.433,1.092,293.26266,46.30888,14.768
367.19796,134.1748,0.0858,15.92,1.4610e+02,1.08,253,0.96,10.7,6054,4.525,0.889,291.73361,47.109161,13.592
6.30432354,137.29688,0.665,2.508,4.0000e+01,1.23,1510,1229.72,10.7,6728,3.987,1.836,293.37381,44.727982,13.01
17.6604653,137.3914,0.689,2.837,3.0920e+02,1.76,690,53.57,11.3,5910,4.505,0.94,293.05508,47.606739,15.768
3.38419892,131.9355,0.176,1.485,2.2820e+02,1.2,1074,313.79,11.5,5613,4.581,0.795,292.96661,39.899639,15.446
1.69999106,131.6296,0.388,3.289,9.5600e+01,0.55,934,180.38,10.6,4289,4.684,0.554,289.05286,46.67593,15.928
1.19260017,132.66994,0.015,1.502,5.8000e+01,0.77,1726,2107.84,11.7,5600,4.349,1.013,298.08716,42.164349,13.818
4.2059745,132.2828,0.115,8.006,4.1200e+01,0.75,1263,601.3,7.7,5960,4.291,1.163,298.4985,41.08337,14.734
216.456055,175.3753,0.033,11.067,1.0028e+03,3.61,320,2.48,14.2,5645,4.299,1.155,283.69351,40.018021,15.58
0.566803216,131.80982,0.424,3.325,2.0200e+01,0.54,2642,11526.75,15.5,6473,4.33,1.182,291.78796,42.834099,13.449
365.13981,156.6413,0.0901,4.46,5.3100e+02,1.86,228,0.64,7.9,5610,4.564,0.815,290.51251,43.10128,14.934
37.809539,158.4002,0.03,7.547,4.8740e+02,1.79,483,12.89,9.7,5595,4.57,0.82,289.77826,38.262741,15.752
381.18654,136.2434,0.4109,9.73,9.8500e+02,2.29,193,0.33,9,4977,4.607,0.734,282.24762,45.930779,15.845
12.003678,134.71007,0.076,2.799,2.8170e+02,0.97,503,15.12,12,4328,4.654,0.594,291.69516,49.187859,15.675
5.17624997,133.7381,0.097,5.261,7.8700e+01,1.31,1243,565.42,13.4,5578,4.088,1.497,296.51205,49.72776,14.435
370.62071,311.1842,0.1419,12.58,3.4430e+02,2.12,295,1.78,10.5,6432,4.382,1.136,288.74072,49.543018,15.045
0.589458602,131.82156,0.086,0.8278,1.5840e+02,0.98,1848,2736.51,17.3,5286,4.517,0.776,295.45059,50.54211,15.314
3.91794676,132.86384,0.337,2.549,1.1650e+02,0.94,1030,266.81,13.5,5500,4.547,0.87,291.25027,45.655071,14.75
6.0059966,133.404,0.135,3.096,3.9200e+01,0.73,1130,385.87,7.8,6103,4.331,1.16,290.60806,37.801891,13.549
4.22426989,132.3611,0.716,4.22,1.3600e+01,0.35,1069,309.32,11,5735,4.501,0.883,296.33688,43.60009,11.756
330.906041,253.8224,0.005,3.846,7.4000e+02,2.05,225,0.6,7.3,5461,4.589,0.769,285.66843,45.374771,15.77
56.3479517,163.3795,0.768,8.789,4.3600e+01,1.06,586,27.97,15.1,5843,4.086,1.471,287.31485,39.538181,10.455
0.614701901,132.08465,0.2344,0.947,1.3160e+02,0.82,1656,1779.79,11.2,4954,4.563,0.724,296.20569,44.498989,15.893
0.934181579,132.39492,0.62,3.943,1.2100e+01,0.79,3268,26937.31,19.8,7624,4.029,2.152,292.77634,38.39397,11.219
19.9778599,135.165,0.172,5.96,8.3400e+01,1.07,773,84.29,12.8,6392,4.399,1.162,286.56033,48.893051,13.52
379.65261,284.965,0.1971,19.04,8.2300e+01,1.2,330,2.8,8,6471,4.141,1.302,289.2247,40.260818,13.223
17.543847,138.9151,0.579,5.948,1.9630e+02,1.15,658,44.42,9.9,5957,4.579,0.791,287.06534,37.899479,15.388
3.8183717,133.90812,0.878,2.687,5.0800e+01,1.39,1683,1894.37,11.8,6738,4.109,1.692,295.24191,43.972599,13.821
1.215181097,131.50904,0.1356,1.295,3.9700e+01,0.87,2230,5844.41,11.8,6717,4.268,1.365,295.85498,44.301601,13.516
21.5324915,131.87749,0.5366,4.156,1.0050e+02,1.47,876,139.32,12.1,6737,4.228,1.41,295.85782,41.415691,13.41
3.74779583,134.2022,0.39,3.157,8.8500e+01,1.06,1324,725.94,14.4,6341,4.409,1.111,291.06143,50.22694,14.416
9.07829171,138.25933,0.164,0.783,5.3090e+02,3.69,984,221.32,7,5086,4.002,1.611,291.58875,44.907509,14.383
0.91842238,131.5859,1.186,5.664,1.6290e+02,16.07,1525,1280.4,12.9,5288,4.613,0.74,289.72168,45.439758,15.899
373.43233,297.3505,0.0802,16.5,1.6670e+02,1.48,290,1.66,12.9,6146,4.303,1.141,289.5531,41.056931,13.477
9.74048508,134.87916,0.89,1.6993,1.2140e+02,0.95,673,48.52,25.8,5051,4.562,0.721,289.75229,41.634605,8.717
397.73781,171.6552,0.1656,13.08,4.6080e+02,2.2,264,1.16,8.8,6194,4.457,1.02,294.85272,43.686459,15.548
5.35745121,131.62784,0.119,2.592,7.8200e+01,1.65,1457,1065.83,16.4,6123,3.982,1.86,298.45123,46.620861,12.596
2.16132662,131.90236,0.778,4.487,1.1220e+02,0.5,687,52.58,25.3,3754,4.818,0.43,291.54214,48.991192,14.751
6.41097179,132.9844,0.261,2.582,2.3350e+02,1.4,886,146.16,8.5,5383,4.486,0.933,296.22168,39.405762,15.631
6.76289308,135.6771,0.553,6.204,5.0900e+01,1.21,1337,754.37,14.6,6547,4.122,1.63,286.54364,45.304871,13.499
75.2116373,202.30222,0.058,3.203,3.6260e+02,2.83,516,16.78,13.1,5818,4.165,1.5,291.51758,49.43462,14.39
6.36283414,131.8069,0.141,3.752,1.5940e+02,1.12,956,197.84,9.9,5955,4.534,0.883,285.22415,40.958931,15.567
7.53737498,135.80956,0.225,3.966,4.1100e+01,0.93,1210,506.84,11.3,6483,4.206,1.436,286.51355,45.038044,12.912
1.09844642,132.4402,0.727,1.528,4.5000e+01,1.73,2921,17139.77,15.1,6403,3.772,2.391,298.90598,47.611359,13.19
25.94947,148.9734,0.678,15.7,2.3830e+02,1.22,508,15.74,8.2,5348,4.609,0.748,293.73605,38.940041,15.908
7.57600886,135.6293,0.267,3.361,4.9000e+01,0.54,778,86.87,12.5,5361,4.588,0.774,293.29279,41.997589,13.241
1.8789138,133.06338,0.536,4.279,3.0200e+01,1.9,3330,29112.69,17.8,8046,3.704,3.339,297.23672,40.034039,12.95
41.8681996,146.9767,0.923,5.783,1.5070e+02,1.25,492,13.89,12.5,5852,4.559,0.837,292.51468,38.02206,13.664
0.514771509,131.94435,0.222,1.256,4.3400e+01,0.57,2113,4749.21,12,5730,4.545,0.87,298.22543,40.783989,14.198
8.61742738,133.50863,0.059,2.713,1.5490e+02,1.01,733,68.28,11.3,5009,4.491,0.84,292.46387,41.299068,14.79
35.945188,146.6937,0.1278,8.23,7.2600e+01,1.5,789,91.51,4.1,6578,4.087,1.744,288.23523,40.612839,11.628
5.00749378,134.69035,0.206,2.898,5.6600e+01,1.68,1499,1192.26,14.7,5242,3.644,2.243,291.39969,44.473099,12.938
196.436796,173.692,0.019,8.556,6.3190e+02,2.33,292,1.72,14.4,5462,4.452,0.946,286.37827,43.07325,15.139
8.8303681,134.80059,0.746,3.426,2.9620e+02,1.32,676,49.36,10.9,5051,4.628,0.706,282.19565,47.105679,15.945
12.85755895,141.85597,0.55,4.831,1.0650e+02,1.23,860,129.15,14.2,5860,4.276,1.156,294.30099,39.519058,13.821
0.566810643,131.80277,0.315,3.471,4.5600e+01,0.52,1976,3605.07,17.2,5776,4.598,0.758,291.27859,42.53738,14.844
33.502923,158.6469,0.756,11.947,7.0900e+01,1.08,645,40.79,12.5,5999,4.263,1.177,286.77313,39.277531,13.219
148.568877,139.60402,0.243,4.399,4.0440e+02,5.97,555,22.49,11.6,5814,3.68,2.985,288.01013,46.978519,14.744
9.3335486,137.6177,0.725,6.643,7.1200e+01,1.69,1082,323.68,11.7,5354,3.927,1.863,295.21426,45.324509,14.276
262.477098,173.1293,0.0753,5.816,1.0160e+03,1.92,178,0.24,9.7,4227,4.641,0.62,290.16943,41.54974,15.72
2.21030572,133.57674,0.233,2.492,9.2000e+01,1.06,1572,1440.34,11.4,6355,4.418,1.09,286.83643,46.288509,14.886
9.54060855,131.91276,0.031,1.869,4.6200e+02,1.75,735,69.25,11.2,5271,4.522,0.831,288.87082,50.815559,15.836
5.99321872,133.6359,0.02,3.92,2.0320e+02,1.23,952,194.41,9.5,5853,4.544,0.868,296.52655,39.49091,15.512
1.80926734,132.6883,0.385,2.469,9.8000e+01,0.89,1444,1028.71,10.9,5897,4.531,0.891,298.54257,40.51479,15.186
0.70544189,131.6954,0.328,1.772,1.3350e+02,1.04,1960,3481.65,13.9,5838,4.529,0.897,289.97791,50.668259,15.826
0.981399749,132.12493,0.408,0.5051,1.5830e+02,1.21,1820,2602.14,16.2,6038,4.524,0.898,290.3602,44.273361,14.652
5.04413987,132.51986,0.727,1.623,1.7200e+02,1.18,862,130.09,10.2,4954,4.5,0.828,290.46512,47.92918,15.377
0.933728755,131.54241,0.645,4.363,1.3500e+01,0.72,2777,14057.75,17.9,6652,4.036,1.863,292.83698,47.55394,10.959
12.60759142,136.8554856,0.996,29.1267,7.9500e+01,1.61,809,101.31,41.6,6047,4.47,1.002,295.30386,43.059681,11.36
5.3694084,133.8117,0.837,3.949,4.0000e+01,0.62,974,212.68,8,5753,4.538,0.869,284.73474,39.045361,13.786
5.65690281,131.5761,0.014,3.583,3.2200e+01,0.74,1159,425.7,10.4,5687,4.191,1.32,287.67059,43.197239,12.715
0.734573766,131.59872,0.044,1.295,6.8400e+01,0.86,2061,4270.04,11.4,5602,4.325,1.051,300.94925,45.247952,14.617
289.86046,258.5572,0.3711,11.103,2.3450e+02,1.5,279,1.43,10.3,5914,4.451,0.971,293.06857,42.957211,13.696
357.13089,157.7985,0.1365,13.04,3.3050e+02,1.62,246,0.87,11.8,5838,4.529,0.897,291.16476,48.052429,15.271
370.50684,150.8212,0.0647,12.132,4.1860e+02,2.06,277,1.39,8.8,6360,4.458,0.999,290.38583,41.552311,14.851
1.332580225,132.03999,0.519,2.057,4.6300e+01,2.18,3111,22103.67,16.4,6858,3.731,3.096,294.51309,46.500759,13.922
7.4299322,138.7701,0.826,4.013,1.6490e+02,1.81,1024,259.7,9.8,5635,4.23,1.252,294.67126,38.698971,15.128
79.334347,144.0233,0.652,10.886,1.6490e+02,1.56,500,14.73,14.6,6384,4.33,1.15,290.51242,50.649288,13.815
5.68251605,131.6745,0,3.479,8.1200e+01,1.03,1090,333.82,9.4,5753,4.319,1.157,296.04425,44.80529,14.878
7.99144696,136.25855,0.94,3.639,1.4500e+02,1.53,901,155.95,12.8,5700,4.434,1.006,289.5484,40.1642,14.955
2.9039446,133.8526,0.686,10.542,1.3100e+01,1.17,2637,11446.75,32,7846,3.829,3.05,295.33606,40.392132,9.162
68.538296,186.21716,0.002,3.627,1.0870e+03,25.77,1031,267.17,11.3,4687,2.613,8.123,288.03705,39.208988,13.983
4.52628739,134.32065,0.5,3.736,9.9600e+01,1.02,1089,332.79,12.5,5700,4.434,1.006,289.5484,40.1642,14.955
369.7985,173.3282,0.1382,12.564,1.1064e+03,2.53,225,0.61,11.1,5680,4.582,0.757,297.81274,45.508678,15.696
6.5588346,133.8215,0.7173,3.034,4.1200e+01,0.7,973,211.64,8.1,5780,4.438,1,290.03314,38.426861,10.609
0.643007769,131.68588,0.012,0.69,6.8100e+01,0.35,1070,311.13,10.3,3925,4.825,0.421,289.07382,40.977531,14.8
0.597018404,131.71277,0.44,0.4778,2.4540e+02,1.09,1578,1473.77,16.5,4985,4.675,0.63,295.41479,50.979012,15.509
1.061937837,131.7269,0.125,2.31,5.2000e+01,0.68,1757,2252.16,16.3,5893,4.505,0.941,288.95825,44.577999,14.171
4.82025124,134.81355,0.538,2.129,9.4100e+01,0.78,1018,254.2,8.5,6035,4.591,0.777,296.3609,48.213001,14.639
12.4019263,141.1769,0.924,4.043,2.1110e+02,1.49,713,60.93,9.5,5555,4.514,0.832,284.04172,49.138199,15.355
152.823896,147.5443,0.119,7.734,4.5620e+02,2.45,395,5.77,9.9,6452,4.394,1.137,289.63535,44.379711,15.408
15.07277287,143.96955,0.891,0.7794,3.4500e+02,1.73,635,38.57,13,5521,4.594,0.771,285.21283,45.2514,14.269
1.71659304,131.6976,0.1534,1.154,1.3800e+02,1.17,1607,1577.89,9.5,6192,4.467,0.987,293.14069,37.994469,14.971
6.80899076,132.19078,1.9253,2.077,1.1920e+03,89.29,795,94.48,11.5,4992,4.483,0.854,294.58066,46.610592,16.303
77.915425,160.9193,0.448,8.274,1.7880e+02,1.17,367,4.28,9.2,5135,4.464,0.874,297.04208,39.912231,14.316
358.818895,416.5775,0.825,2.503,6.6610e+02,2.66,262,1.11,11.5,6056,4.47,0.918,300.29211,44.731041,13.919
181.3537,190.4847,0.5983,16.19,4.5500e+02,2.11,317,2.39,11.7,5900,4.509,0.951,285.43997,45.011559,15.914
284.727213,142.0923,0.316,10.299,3.5530e+02,2.02,278,1.41,12.7,5497,4.332,1.08,290.14725,46.802872,14.636
3.74786694,134.17739,0.49,3.632,8.0900e+01,0.89,1176,451.72,19.1,5957,4.498,0.971,291.00818,50.255589,13.567
30.5392931,156.7026,0.045,6.887,4.2820e+02,2.72,669,47.46,15,5803,4.211,1.328,295.96893,38.867168,15.271
0.913244995,132.18552,0.286,0.4931,4.7800e+01,0.77,1967,3541.46,10.2,5923,4.402,1.049,284.91156,39.298618,13.343
2.97599368,132.9759,0.243,4.023,5.5000e+01,0.79,1395,894.1,13,6202,4.394,1.055,290.12021,38.534821,14.11
8.31224474,139.67706,1.111,2.663,7.0800e+01,10.63,801,97.64,12.2,5421,4.483,0.816,295.37476,43.500431,13.019
0.584148495,131.84461,0.584,1.6192,6.6200e+01,0.87,2130,4882.9,21.9,5427,4.347,1.031,292.97867,42.056492,13.949
12.6362048,134.4588,0.174,3.961,1.2400e+02,1.1,774,85.06,11.5,5772,4.457,0.992,290.73434,51.770962,14.241
0.824180121,132.10276,1.171,2.839,2.0810e+02,17.8,1912,3155.32,39.7,5977,4.514,0.883,298.75528,40.665218,14.638
0.579770948,132.081304,0.946,1.0377,4.6790e+02,2.4,1953,3425.06,44.3,5561,4.561,0.854,281.04361,42.975761,15.298
23.266633,132.4386,0.092,8.315,4.9900e+01,2.66,1156,422.77,11.4,5758,3.456,3.775,288.86908,39.30986,13.047
0.92225589,131.8088,0.992,4.227,3.3000e+01,1.29,2206,5614.19,7.1,5631,4.114,1.485,286.37338,37.919003,12.352
7.94004281,135.4315,0.004,3.282,8.1900e+01,0.98,1010,245.79,10.7,6278,4.425,1.081,298.43478,48.706139,13.757
2.85855049,132.28415,0.972,2.341,8.5400e+01,1.23,1212,510.14,11.4,5441,4.415,0.964,297.23273,41.433411,14.636
0.75499096,131.8315,0.322,2.485,2.1580e+02,1.39,1949,3403.34,9.9,5743,4.466,0.946,284.34848,40.690659,15.708
353.40191,403.2834,0.4702,6.681,9.4800e+02,2.35,202,0.39,9.1,4957,4.561,0.763,292.32425,42.88496,15.687
8.95294046,134.33731,0.718,2.995,4.4000e+01,0.86,1012,247.66,13,6047,4.266,1.207,298.26816,41.251663,11.458
1.428596987,132.79165,0.7017,2.1401,5.0000e+01,1.62,2637,11425.1,26.1,6745,3.901,2.144,290.73431,48.16341,12.619
4.84350003,134.81488,0.906,3.045,5.0200e+01,0.9,1121,373.1,10.4,5762,4.348,1.056,282.58282,42.346352,13.59
45.163025,159.8536,0.2057,7.03,1.3030e+02,2.35,886,145.48,8.7,7675,4.051,2.015,293.85294,46.590809,11.069
36.7614011,137.7551,0.984,15.982,1.6090e+02,1.52,475,12,16.2,5305,4.504,0.823,289.41428,41.51004,15.598
4.373570433,133.82814,0.1,0.623,3.6600e+02,1.23,727,66.12,14.5,4362,4.623,0.64,295.30652,49.179668,15.194
2.21701025,131.80305,0.0662,2.148,2.9400e+01,1.16,2371,7467.21,11.7,7524,4.067,2.092,291.54626,37.817749,12.734
43.0759115,160.13883,1.256,90.95,3.4520e+03,213.46,1032,268.5,323.1,4766,2.919,5.915,294.88538,39.084202,9.927
154.674369,177.3621,0.777,9.35,4.3580e+02,2.29,371,4.47,13.5,6338,4.449,1.002,288.63861,42.857288,15.015
372.62637,307.8836,0.5353,18.52,5.4200e+02,2.38,258,1.05,11.9,6014,4.486,0.993,289.94693,41.802818,15.412
1.02087831,131.66089,0.148,2.429,3.3400e+01,0.64,1903,3115.14,9.9,5750,4.337,1.106,290.89783,37.972778,14.103
1.26132769,132.4274,0.289,1.244,1.0970e+02,0.14,447,9.46,9.9,2900,5.224,0.132,288.11703,38.437733,15.918
6.09406648,133.65981,1.235,2.085,3.0270e+03,54.54,1417,953.63,19,6785,4.162,1.666,287.0574,37.991367,9.58
1.1578141,132.43684,0.564,3.253,5.4800e+01,1.24,2133,4895.77,27.8,5412,3.941,1.629,296.97321,43.394669,13.548
15.9513866,146.45425,0.197,2.285,9.9200e+01,1.17,849,123.03,9.2,6451,4.375,1.168,291.53922,44.44706,13.629
0.566800926,131.81666,0.971,4.407,2.6450e+02,2.19,2200,5563.01,63.2,5780,4.438,1,291.12354,42.663353,10.624
24.1876477,145.8464,1.8212,2.654,1.9480e+02,118.8,782,88.31,11.4,6437,4.273,1.31,291.75128,38.034431,13.544
7.7859111,137.8734,0.675,7.788,4.5500e+01,0.68,939,183.92,12,6045,4.479,0.954,290.42307,51.388729,13.515
2.44926655,132.82121,0.253,2.988,1.0820e+02,0.76,1033,269.06,10.7,4840,4.551,0.749,294.60608,39.920361,15.238
2.17812826,132.03068,0.344,2.601,1.0080e+02,0.81,1206,500.27,10.4,5426,4.579,0.805,287.14621,47.183529,15.613
31.183688,155.9588,0.8319,6.14,1.3980e+02,3.21,876,139.27,7.9,5947,3.814,2.407,298.74335,40.07214,13.931
1.33259494,132.0286,0.104,2.783,9.2700e+01,0.89,1665,1814.46,7.8,6063,4.51,0.918,294.88477,46.646591,15.165
2.05048377,133.2849,0.013,3.67,6.0500e+01,0.66,1339,761.65,14.3,5568,4.451,0.854,287.17123,39.388329,14.352
1.19550618,132.3006,0.483,3.337,2.6900e+01,0.78,2152,5062.04,13.3,6088,4.15,1.463,297.53574,41.940571,13.45
2.94242323,133.86084,0.447,1.519,2.9330e+02,1.42,1098,344.64,14.7,5436,4.573,0.819,288.72598,40.531631,15.907
0.683082998,131.73271,0.694,4.409,1.4330e+02,9.92,6757,492690.35,26.1,8247,3.17,7.762,284.49561,44.988121,8.163
0.791771167,131.523083,1.224,2.4463,5.0920e+02,82.71,3419,32163.04,82.4,6218,3.678,3.07,291.48654,39.211723,13.852
0.894172544,131.51006,0.162,0.8302,8.6200e+01,0.68,1461,1070.89,16.9,4982,4.591,0.736,289.75653,46.952888,14.251
1.68207624,132.12513,0.56,1.519,5.4700e+01,1.01,1980,3646.1,11.1,6495,4.191,1.311,298.23792,48.175758,13.753
9.8480917,136.80247,0.127,3.079,1.4190e+02,0.88,711,60.47,9.7,5289,4.546,0.748,292.25284,38.60899,14.791
0.566800593,131.8233,0.2,3.909,1.2300e+01,0.48,2783,14091.55,10.4,6476,4.255,1.353,291.61011,42.810459,12.318
0.969602551,131.93121,0.415,1.728,1.1100e+02,0.69,1334,750.09,10.4,4856,4.643,0.66,295.14267,39.93071,15.522
13.0914878,143.75198,0.145,2.037,3.7500e+01,0.79,892,149.52,8,5919,4.238,1.288,289.24884,39.106541,11.993
9.25801294,132.88335,0.186,2.854,8.8100e+01,1.73,1229,539.51,12.9,6200,3.977,1.834,299.51422,41.220589,13.49
25.9554044,148.7989,0.952,8.491,1.2270e+02,1.46,656,43.9,11.6,6058,4.408,1.038,293.72696,39.0368,14.145
3.74788208,134.1709,0.09,4.183,1.5340e+02,0.94,979,216.97,13.6,5340,4.593,0.777,290.96017,50.284679,15.527
0.93479255,131.88578,1.2,4.5838,2.4750e+02,24.75,2040,4108.03,78.3,6018,4.33,1.053,295.18976,42.523319,14.198
361.43653,421.747,0.2175,9.08,2.7190e+02,1.56,268,1.22,10.8,6028,4.398,0.938,286.78522,38.151642,13.791
0.89628253,131.54972,0.176,1.397,8.6400e+01,0.76,1670,1848.85,13,5561,4.572,0.818,296.50925,44.625912,15.248
1.67495622,131.8099,0.399,2.994,3.5900e+01,0.77,1843,2732.19,15.3,6323,4.296,1.263,293.4678,48.12608,13.363
54.0812235,145.2689,0.182,6.279,4.1110e+02,1.54,431,8.19,11.6,5757,4.597,0.762,297.59964,39.626339,15.487
8.2344072,137.4733,0.812,2.808,5.9200e+01,1.49,1263,601.05,11.5,6148,3.964,1.741,293.44537,38.929588,12.88
2.15052332,132.3132,0.0303,3.447,1.1550e+02,1.17,1410,934.17,11,5780,4.438,1,295.29333,40.183308,13.322
