koi_period,koi_period_err1,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,koi_prad,koi_prad_err1,koi_teq,koi_insol,koi_insol_err1,koi_model_snr,koi_tce_plnt_num,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_disposition_encoded
62.6825769,0.0002839,0.00359,1.095,7.102,-0.113,2.327,0.166,398.9,26.4,39.8,5.1,916.0,166.36,69.32,17.8,1.0,0.328,-0.082,3.101,0.398,-1.113,1
50.5715805,0.0002808,0.00441,0.074,0.377,-0.074,3.726,0.134,1282.6,73.0,2.74,0.43,406.0,6.44,3.24,19.9,1.0,0.032,-0.104,0.783,0.122,-0.066,0
16.2707207,0.0002229,0.0112,1.187,7.163,-0.166,5.707,0.579,468.0,43.8,28.42,4.68,827.0,110.79,47.43,13.0,1.0,0.084,-0.126,1.244,0.205,-0.136,1
2.032319072,5.327e-06,0.00239,0.133,0.332,-0.133,1.6762,0.069,315.5,14.9,1.87,0.61,1542.0,1333.35,1277.72,24.5,1.0,0.054,-0.216,1.05,0.341,-0.114,2
4.100870416,3.61e-07,7.02e-05,0.938,0.015,-0.014,8.15361,0.00405,123521.0,54.8,82.46,21.79,1413.0,939.61,760.99,2619.2,1.0,0.286,-0.154,1.51,0.399,-0.443,0
4.35407371,2.044e-05,0.00394,0.734,0.208,-0.532,2.427,0.104,277.1,16.1,1.63,0.39,1043.0,279.53,199.23,19.0,2.0,0.149,-0.198,0.909,0.213,-0.142,2
11.32269749,9.54e-05,0.00535,0.951,0.026,-0.69,3.517,0.134,311.0,22.7,1.51,0.12,554.0,22.24,6.58,16.0,1.0,0.048,-0.028,0.642,0.051,-0.056,2
13.71218522,6.013e-05,0.00395,0.68,0.271,-0.467,2.437,0.0994,786.7,40.4,2.47,0.6,676.0,49.26,37.19,22.6,1.0,0.042,-0.168,0.831,0.201,-0.08,2
12.14684625,8.2e-05,0.00605,0.687,0.029,-0.51,6.197,0.158,70.7,3.0,1.75,0.25,1097.0,342.49,138.03,27.1,1.0,0.203,-0.087,1.963,0.273,-0.507,2
7.46718958,5.655e-05,0.00581,0.486,0.05,-0.436,3.633,0.172,75.7,4.6,1.04,0.17,1035.0,271.25,123.26,18.8,1.0,0.032,-0.128,1.169,0.197,-0.07,2
5.42204257,6.847e-05,0.00864,0.94,0.037,-0.64,2.952,0.223,79.1,8.2,1.39,0.26,1222.0,527.11,272.08,10.7,2.0,0.137,-0.112,1.263,0.232,-0.19,1
48.8882668,0.0006649,0.00922,0.988,0.005,-0.687,6.468,0.563,462.8,37.8,2.96,0.1,386.0,5.23,0.73,13.5,1.0,0.06,-0.02,0.788,0.027,-0.046,2
51.1319346,0.0004368,0.00795,0.829,0.047,-0.564,6.019,0.194,382.3,21.6,2.43,0.74,542.0,20.36,18.86,19.6,1.0,0.132,-0.198,1.107,0.338,-0.182,2
39.8312536,0.0002066,0.00474,0.24,0.223,-0.24,2.442,0.163,388.8,29.7,1.46,0.1,420.0,7.33,1.68,15.8,1.0,0.024,-0.048,0.759,0.05,-0.034,2
9.549277089,5.287e-06,0.000433,0.068,0.282,-0.068,1.5832,0.0185,1826.9,20.0,1.57,0.21,374.0,4.62,1.83,112.2,1.0,0.06,-0.06,0.369,0.05,-0.056,2
24.1073172,0.0002662,0.00998,0.693,0.235,-0.468,10.465,0.273,104.2,4.9,2.74,0.65,1065.0,304.22,216.75,23.6,1.0,0.448,-0.112,2.517,0.602,-1.204,1
17.60461401,2.499e-05,0.00109,0.715,0.04,-0.512,3.716,0.0836,2292.1,33.5,2.64,0.15,362.0,4.07,0.87,80.1,1.0,0.046,-0.028,0.516,0.03,-0.046,2
1.228721184,2.279e-06,0.00162,0.208,0.262,-0.208,1.041,0.0529,465.6,21.7,1.62,0.12,1324.0,728.99,217.0,26.4,1.0,0.072,-0.039,0.764,0.056,-0.07,0
51.5738653,0.0004175,0.00623,0.275,0.182,-0.275,2.784,0.224,900.7,81.9,2.41,0.48,417.0,7.12,4.5,13.2,1.0,0.026,-0.145,0.813,0.161,-0.057,1
4.69505576,3.937e-05,0.00599,0.204,0.243,-0.204,3.058,0.174,240.0,18.1,1.49,0.44,1098.0,343.6,302.1,15.9,1.0,0.05,-0.2,0.959,0.285,-0.095,2
0.569115976,7.45e-07,0.00147,0.068,0.872,-0.068,2.028,0.433,796.9,42.1,1.8,0.16,1589.0,1504.24,548.72,59.8,1.0,0.063,-0.032,0.656,0.059,-0.059,0
7.258450123,3.897e-06,0.00044,0.05,0.128,-0.05,5.7297,0.0161,3714.7,14.9,5.53,1.59,880.0,141.3,119.36,288.6,1.0,0.048,-0.204,0.92,0.264,-0.088,0
6.0959841,9.735e-05,0.0122,0.657,0.345,-0.657,10.39,2.4,112.7,9.7,0.99,0.23,988.0,225.07,156.06,29.2,1.0,0.144,-0.176,0.885,0.207,-0.138,0
22.9221181,0.000258,0.00908,0.603,0.327,-0.384,8.2,0.244,140.3,6.6,1.33,0.21,684.0,51.7,22.06,24.0,1.0,0.11,-0.11,1.081,0.165,-0.135,2
16.10474503,9.86e-05,0.00521,0.224,0.223,-0.224,5.712,0.137,124.1,5.6,3.21,0.58,1159.0,425.93,216.78,25.4,1.0,0.277,-0.092,2.886,0.522,-1.044,2
7.42697378,5.316e-05,0.00634,0.337,0.118,-0.337,3.206,0.209,205.2,15.7,1.4,0.19,899.0,154.52,54.13,15.4,1.0,0.066,-0.114,0.982,0.129,-0.08,2
0.874629873,3.763e-06,0.00332,0.665,0.283,-0.462,1.782,0.126,68.1,4.5,0.72,0.08,1597.0,1538.25,558.75,19.2,1.0,0.09,-0.081,0.832,0.084,-0.094,0
5.46091846,2.489e-05,0.00432,0.4,0.071,-0.4,1.781,0.106,172.0,10.0,1.25,0.34,1106.0,353.34,282.84,21.2,1.0,0.067,-0.189,0.93,0.253,-0.108,0
3.17323012,1.095e-05,0.00298,0.085,0.376,-0.085,1.9094,0.0852,204.5,11.2,0.88,0.07,830.0,112.21,34.57,21.4,1.0,0.048,-0.028,0.633,0.05,-0.055,2
13.2970695,0.0001073,0.0054,0.03,0.414,-0.03,3.283,0.195,219.7,16.5,0.91,0.07,515.0,16.64,5.13,14.9,2.0,0.048,-0.028,0.633,0.05,-0.055,2
5.398752862,1.947e-06,0.000286,0.015,0.347,-0.015,3.4303,0.0154,346.5,1.4,2.21,0.12,1140.0,398.33,70.22,289.6,1.0,0.03,-0.027,1.198,0.067,-0.061,2
5.26648126,3.197e-05,0.00425,0.403,0.061,-0.403,1.964,0.177,97.8,7.8,1.07,0.35,1155.0,420.53,393.91,16.0,1.0,0.09,-0.21,1.065,0.34,-0.121,0
2.67596808,1.745e-05,0.00522,0.115,0.338,-0.115,2.021,0.17,420.6,30.3,1.57,0.08,998.0,234.19,65.47,17.5,1.0,0.072,-0.036,0.795,0.043,-0.079,0
7.41683033,7.9e-05,0.00868,0.873,0.002,-0.621,7.274,0.225,72.6,3.9,3.36,0.62,1425.0,973.85,470.28,20.6,1.0,0.143,-0.13,3.324,0.613,-0.551,2
0.727331746,1.291e-06,0.00156,0.153,0.301,-0.153,0.8323,0.0627,357.4,23.9,0.67,0.11,849.0,122.92,56.11,20.4,1.0,0.058,-0.071,0.356,0.057,-0.057,2
1.302017467,3.298e-06,0.00212,0.286,0.182,-0.286,1.3692,0.0777,290.5,16.6,1.37,0.05,1344.0,772.73,114.29,21.4,1.0,0.072,-0.023,0.816,0.031,-0.054,2
8.63050092,6.58e-05,0.00623,0.595,0.051,-0.462,3.144,0.165,325.8,25.4,1.43,0.24,739.0,70.63,38.58,14.9,1.0,0.035,-0.112,0.764,0.132,-0.066,2
12.49117388,7.771e-05,0.00471,0.747,0.209,-0.522,2.848,0.161,189.9,13.3,1.36,0.36,763.0,80.08,61.35,17.0,1.0,0.094,-0.175,0.911,0.237,-0.11,0
3.27645723,1.633e-05,0.00451,0.001,0.455,-0.001,2.219,0.103,323.0,20.9,1.71,0.52,1195.0,482.56,427.92,17.9,1.0,0.039,-0.208,0.963,0.289,-0.096,2
16.0573291,0.0001074,0.00592,0.883,0.084,-0.667,3.546,0.155,575.0,37.8,2.27,0.51,645.0,41.04,27.54,17.5,1.0,0.036,-0.144,0.806,0.182,-0.061,2
8.44326557,6.334e-05,0.00719,0.42,0.042,-0.42,3.353,0.147,359.5,21.9,1.97,0.67,934.0,179.79,184.06,19.0,1.0,0.054,-0.229,1.023,0.345,-0.115,0
4.60300256,1.753e-05,0.00287,0.072,0.409,-0.072,2.6848,0.0903,302.5,14.6,1.32,0.05,848.0,122.02,17.28,22.2,2.0,0.06,-0.02,0.788,0.028,-0.051,2
16.9329284,4.411e-05,0.00216,0.319,0.117,-0.319,1.218,0.0673,488.3,28.9,2.46,0.78,793.0,93.34,86.9,20.4,1.0,0.054,-0.202,1.095,0.346,-0.123,0
12.00089667,6.862e-05,0.00397,0.595,0.021,-0.488,3.266,0.127,420.7,23.8,1.47,0.16,632.0,37.81,14.41,20.0,1.0,0.061,-0.055,0.69,0.074,-0.059,2
1.169010526,1.294e-06,0.000921,1.13,5.365,-0.125,1.1717,0.0566,165.9,5.5,91.91,16.0,3766.0,47688.8,21249.18,37.1,1.0,0.245,-0.105,5.847,1.018,-1.891,0
1.916940872,6.033e-06,0.00244,0.405,0.08,-0.393,1.4243,0.0837,105.1,7.1,0.89,0.05,1246.0,571.25,98.36,17.7,1.0,0.083,-0.033,0.872,0.042,-0.072,2
5.05661302,3.069e-05,0.00446,0.616,0.329,-0.401,3.926,0.144,137.9,9.1,1.15,0.35,1049.0,286.32,257.92,17.6,1.0,0.052,-0.208,0.939,0.282,-0.094,2
24.3344939,0.0002829,0.00895,0.017,0.429,-0.017,6.557,0.261,323.1,20.8,1.74,0.51,647.0,41.3,35.82,18.1,1.0,0.05,-0.2,0.967,0.284,-0.101,2
131.187921,0.001563,0.00729,0.069,0.383,-0.069,6.905,0.255,915.9,45.3,2.34,0.09,284.0,1.54,0.22,23.9,1.0,0.068,-0.018,0.803,0.028,-0.06,2
2.17489806,1.487e-05,0.00491,0.76,0.184,-0.516,4.599,0.212,74.8,3.1,1.08,0.17,1496.0,1187.26,472.47,29.3,1.0,0.115,-0.115,1.15,0.174,-0.159,0
25.8859397,0.0002406,0.00753,0.922,0.045,-0.624,4.548,0.216,217.1,15.8,1.66,0.09,542.0,20.35,3.9,16.1,1.0,0.105,-0.042,0.899,0.051,-0.083,2
28.6253502,0.0002554,0.00698,0.021,0.429,-0.021,4.551,0.184,652.7,40.7,2.38,0.71,573.0,25.54,22.32,18.3,1.0,0.036,-0.204,0.941,0.281,-0.088,2
6.98141327,7.603e-05,0.0101,0.699,0.274,-0.5,6.527,0.305,38.0,2.2,1.42,0.09,1384.0,865.81,163.01,20.9,1.0,0.044,-0.036,2.163,0.133,-0.193,2
1.319677953,6.017e-06,0.00431,0.62,0.336,-0.4,1.978,0.135,100.7,7.0,1.13,0.36,1843.0,2729.71,2484.88,17.4,1.0,0.052,-0.208,1.076,0.335,-0.134,0
8.94337724,4.416e-05,0.00407,0.163,0.292,-0.163,2.469,0.128,215.1,13.4,1.48,0.4,946.0,188.93,153.04,18.4,1.0,0.149,-0.182,1.005,0.27,-0.18,2
0.827151296,3.957e-06,0.00444,0.281,0.181,-0.281,1.385,0.116,272.4,22.9,19.1,5.15,5171.0,168151.39,124864.13,8.1,1.0,0.03,-0.03,11.895,3.211,-0.567,1
12.282998287,8.001e-06,0.00051,0.047,0.233,-0.047,2.7096,0.0198,2794.7,22.4,2.83,0.16,431.0,8.14,1.68,137.2,1.0,0.045,-0.021,0.537,0.03,-0.041,2
0.328686504,4.62e-07,0.00126,0.233,0.214,-0.233,0.8592,0.0529,171.9,8.8,1.11,0.24,2324.0,6891.11,4649.57,26.8,1.0,0.048,-0.143,0.847,0.181,-0.077,0
6.383159135,6.398e-06,0.000744,0.197,0.237,-0.197,1.7504,0.0334,2313.2,40.8,2.73,0.1,530.0,18.73,3.1,64.4,1.0,0.039,-0.015,0.576,0.022,-0.036,2
5.57654782,5.44e-05,0.00777,0.45,0.033,-0.436,3.673,0.192,53.6,4.5,0.92,0.2,1183.0,462.81,244.02,13.2,1.0,0.05,-0.15,1.238,0.256,-0.091,2
115.6863392,0.0008968,0.0063,0.226,0.223,-0.226,4.65,0.148,945.9,51.5,3.52,0.58,401.0,6.09,2.64,20.7,1.0,0.11,-0.11,1.149,0.19,-0.142,2
3.81371423,2.544e-05,0.00548,0.306,0.145,-0.306,1.973,0.169,281.0,29.2,1.37,0.32,1029.0,264.63,185.31,11.4,1.0,0.028,-0.152,0.82,0.188,-0.075,2
38.0970717,0.0003079,0.00659,0.953,0.019,-0.688,4.307,0.21,913.3,59.1,1.58,0.2,242.0,0.81,0.3,17.0,1.0,0.055,-0.055,0.398,0.049,-0.054,2
11.6191707,4.594e-05,0.00355,0.059,0.398,-0.059,1.819,0.105,700.4,44.9,2.21,0.63,756.0,77.43,64.84,18.5,1.0,0.035,-0.184,0.834,0.238,-0.074,1
2.637574744,1.857e-06,0.000597,0.909,0.002,-0.002,5.4573,0.0321,5423.5,32.4,9.16,3.03,1385.0,868.86,850.3,222.8,1.0,0.054,-0.216,1.03,0.341,-0.114,0
38.2292037,0.0002813,0.00647,0.571,0.37,-0.354,3.893,0.178,605.8,33.6,1.51,0.13,359.0,3.92,1.2,21.0,1.0,0.048,-0.032,0.598,0.05,-0.05,1
16.3012727,0.0001047,0.00519,0.88,0.044,-0.6,3.974,0.141,259.5,15.4,1.54,0.09,557.0,22.73,6.08,19.7,1.0,0.041,-0.045,0.796,0.049,-0.06,2
13.32354078,9.754e-05,0.0063,0.225,0.238,-0.225,3.873,0.183,116.6,8.3,1.32,0.22,872.0,136.61,61.54,16.3,1.0,0.066,-0.114,1.218,0.203,-0.125,2
2.607545159,6.585e-06,0.00208,0.206,0.231,-0.206,1.3916,0.0666,351.5,18.2,2.07,0.62,1431.0,993.79,892.81,23.0,1.0,0.052,-0.208,1.096,0.333,-0.119,2
3.24417541,1.562e-05,0.0043,0.761,0.04,-0.543,1.992,0.105,371.9,23.4,1.84,0.08,1047.0,283.66,44.72,18.0,1.0,0.096,-0.03,0.87,0.037,-0.075,2
6.85567248,3.007e-05,0.00344,0.479,0.011,-0.444,2.268,0.135,197.7,13.6,1.27,0.39,897.0,153.07,140.03,17.2,1.0,0.037,-0.213,0.883,0.275,-0.069,0
2.28607282,2.379e-05,0.0107,0.059,1.008,-0.059,7.82,2.4,261.8,16.5,1.01,0.11,942.0,186.39,66.38,35.9,1.0,0.021,-0.052,0.654,0.068,-0.04,0
9.60505976,3.459e-05,0.0032,0.54,0.4,-0.33,3.0063,0.0773,55.0,1.9,0.91,0.05,941.0,185.15,32.63,32.2,2.0,0.03,-0.027,1.198,0.067,-0.061,2
3.54789928,2.884e-05,0.00611,0.325,0.142,-0.325,2.861,0.197,185.3,16.2,0.99,0.16,987.0,224.45,119.85,13.6,1.0,0.035,-0.098,0.725,0.122,-0.052,0
18.0243482,0.0001149,0.00537,0.57,0.378,-0.347,3.575,0.152,441.2,29.5,1.98,0.61,683.0,51.44,46.44,17.3,1.0,0.037,-0.213,0.91,0.28,-0.093,1
16.4793229,0.0001733,0.00767,0.263,0.194,-0.263,3.312,0.247,479.1,41.2,1.53,0.17,537.0,19.62,7.78,13.8,1.0,0.027,-0.063,0.716,0.077,-0.049,1
3.65690909,1.919e-05,0.0045,0.217,0.238,-0.217,2.064,0.141,107.4,9.8,1.32,0.23,1368.0,828.52,367.2,12.8,1.0,0.099,-0.121,1.271,0.216,-0.162,2
88.0712769,0.0008497,0.0074,0.347,0.12,-0.347,6.758,0.263,885.4,55.9,2.4,0.09,330.0,2.79,0.43,18.1,1.0,0.072,-0.022,0.819,0.032,-0.055,2
8.38395796,8.452e-05,0.00829,0.892,0.053,-0.601,5.2,0.232,108.5,8.9,3.24,0.56,1285.0,645.64,290.81,14.1,1.0,0.217,-0.093,2.605,0.447,-0.831,2
1.68189051,1.076e-05,0.00512,0.415,0.047,-0.415,2.992,0.161,83.2,5.6,1.27,0.2,1790.0,2432.14,1005.66,17.4,1.0,0.162,-0.108,1.374,0.221,-0.246,2
8.59000355,8.864e-05,0.00766,0.909,0.028,-0.622,6.68,0.219,298.1,17.9,1.82,0.52,843.0,119.26,101.2,18.9,1.0,0.048,-0.192,0.876,0.254,-0.085,0
44.9977604,0.0005173,0.0101,0.928,0.013,-0.647,9.686,0.193,170.2,8.3,1.59,0.23,508.0,15.74,5.91,21.4,1.0,0.019,-0.11,0.983,0.143,-0.045,2
7.12815163,6.195e-05,0.00702,0.201,0.272,-0.201,5.522,0.199,45.9,2.4,1.36,0.25,1373.0,839.5,428.34,22.0,1.0,0.188,-0.116,1.994,0.371,-0.495,2
2.10081629,1.482e-05,0.00498,0.979,0.024,-0.703,2.8182,0.0914,169.1,12.5,1.65,0.49,1378.0,852.78,768.81,15.3,2.0,0.052,-0.195,0.918,0.275,-0.11,1
0.872952088,1.019e-06,0.00101,1.1,1.587,-0.038,1.4499,0.0568,137.3,4.1,25.5,5.64,3165.0,23715.46,15617.95,41.6,1.0,0.221,-0.119,2.082,0.46,-0.563,0
7.01074295,2.517e-05,0.00308,0.427,0.035,-0.427,2.1787,0.0955,222.8,12.3,3.76,0.61,1453.0,1054.63,448.28,21.3,1.0,0.225,-0.09,2.476,0.402,-0.747,2
17.2922631,0.0001282,0.00619,0.865,0.012,-0.601,7.042,0.161,203.1,9.9,2.13,0.35,809.0,101.22,41.84,23.7,1.0,0.137,-0.112,1.299,0.209,-0.209,2
94.289223,0.0006466,0.00587,0.613,0.33,-0.389,4.102,0.158,505.4,26.3,2.11,0.29,369.0,4.39,1.53,22.5,1.0,0.014,-0.119,0.904,0.121,-0.038,2
14.02634692,3.997e-05,0.00231,0.877,0.062,-0.632,1.2808,0.0766,403.6,26.3,2.66,0.79,822.0,108.07,96.95,19.3,1.0,0.112,-0.192,1.131,0.335,-0.18,2
25.5433704,0.0002261,0.00709,0.44,0.013,-0.44,8.567,0.216,138.6,5.7,2.11,0.41,772.0,84.0,46.41,28.4,1.0,0.162,-0.108,1.782,0.344,-0.344,2
45.0909201,0.0004749,0.00833,0.957,0.009,-0.754,4.605,0.182,436.3,34.2,2.44,0.7,487.0,13.27,11.16,14.1,1.0,0.036,-0.204,0.9,0.258,-0.086,2
15.0539886,0.0001234,0.00687,0.886,0.064,-0.594,4.422,0.174,221.5,15.7,1.44,0.25,665.0,46.3,25.51,16.3,1.0,0.121,-0.135,0.818,0.143,-0.117,2
3.67936863,2.007e-05,0.00417,0.885,0.065,-0.623,3.47,0.144,85.9,5.2,0.92,0.2,1112.0,361.27,242.82,18.1,1.0,0.117,-0.156,0.848,0.185,-0.108,1
7.4464635,0.0001035,0.0116,0.531,0.055,-0.43,4.084,0.298,78.0,7.1,0.77,0.17,879.0,141.12,94.85,12.7,2.0,0.117,-0.156,0.848,0.185,-0.108,1
159.388788,0.003488,0.0109,0.109,0.326,-0.109,8.432,0.394,1033.0,68.1,2.73,0.14,289.0,1.65,0.29,17.3,1.0,0.09,-0.036,0.874,0.044,-0.076,2
1.565412613,1.601e-06,0.00115,0.003,0.431,-0.003,0.7572,0.0299,2754.6,83.1,1.73,0.22,648.0,41.85,15.16,48.6,1.0,0.044,-0.044,0.328,0.04,-0.036,2
5.14892346,1.247e-05,0.00278,0.719,0.186,-0.506,0.9613,0.0538,2355.0,120.0,1.72,0.21,436.0,8.54,3.09,25.4,3.0,0.044,-0.044,0.328,0.04,-0.036,2
0.730943372,4.183e-06,0.00458,0.792,0.162,-0.545,3.004,0.117,134.7,6.1,1.37,0.44,2190.0,5461.14,5439.02,27.0,1.0,0.072,-0.217,1.067,0.35,-0.15,0
0.515552803,3.96e-07,0.000822,1.128,1.15,-0.066,1.7869,0.0332,1224.1,18.7,13.96,1.51,1807.0,2508.21,1022.97,79.6,1.0,0.078,-0.052,0.73,0.079,-0.079,0
2.522590567,6.821e-06,0.00222,1.261,48.21,-0.974,1.406,0.12,210.2,14.7,25.82,6.66,1205.0,499.07,379.16,18.5,1.0,0.033,-0.187,0.86,0.222,-0.074,2
6.73968289,6.397e-05,0.00816,0.662,0.021,-0.497,4.183,0.192,142.0,10.7,1.48,0.23,1011.0,246.9,102.89,15.4,1.0,0.168,-0.112,1.176,0.183,-0.203,2
41.74598855,4.572e-05,0.000858,0.049,0.374,-0.049,4.6125,0.038,421.8,4.5,2.4,0.12,584.0,27.58,4.37,110.5,1.0,0.03,-0.03,1.171,0.06,-0.06,2
75.378004,0.0007386,0.00858,0.989,60.11,-0.039,6.744,0.408,447.8,26.2,3.82,0.59,455.0,10.13,4.36,20.5,1.0,0.095,-0.116,1.077,0.166,-0.125,0
213.258526,0.001214,0.00457,0.037,0.396,-0.037,7.768,0.172,1992.3,62.6,2.72,0.24,202.0,0.39,0.15,36.1,1.0,0.035,-0.039,0.637,0.056,-0.051,2
100.2830675,0.000262,0.00198,0.535,0.029,-0.429,10.8636,0.0852,351.2,4.4,2.51,0.14,475.0,12.07,2.43,81.9,1.0,0.033,-0.027,1.297,0.074,-0.054,2
4.871223664,7.688e-06,0.00151,0.706,0.066,-0.491,1.5916,0.0553,6462.0,152.0,1.56,0.7,341.0,3.18,4.16,50.5,1.0,0.076,-0.123,0.18,0.081,-0.027,2
2.984157711,8.749e-06,0.00279,0.45,0.479,-0.24,1.2637,0.0667,2598.0,129.0,0.92,0.42,401.0,6.12,8.01,24.3,2.0,0.076,-0.123,0.18,0.081,-0.027,2
2.8867624,3.741e-06,0.00125,0.92,0.032,-0.691,0.9879,0.031,631.8,22.6,1.24,0.17,557.0,22.75,9.63,37.1,1.0,0.06,-0.06,0.389,0.055,-0.061,2
0.498434645,9.04e-07,0.00155,0.288,0.171,-0.288,0.955,0.0604,239.2,11.8,1.08,0.1,1676.0,1873.28,616.96,26.8,1.0,0.028,-0.052,0.708,0.066,-0.054,0
2.252976718,8.335e-06,0.00322,0.157,0.303,-0.157,1.7131,0.0779,467.9,24.9,1.19,0.07,795.0,94.26,19.31,21.7,1.0,0.023,-0.03,0.559,0.031,-0.031,1
2.75505467,1.369e-05,0.00466,0.738,0.213,-0.517,3.426,0.121,85.5,3.6,1.74,0.48,1783.0,2387.41,2008.66,27.8,1.0,0.299,-0.161,1.748,0.48,-0.64,0
1.572181216,7.881e-06,0.0047,1.149,0.366,-0.114,7.219,0.246,219.5,5.8,77.12,9.22,3384.0,30903.98,12219.79,48.2,1.0,0.425,-0.075,4.315,0.516,-1.934,0
1.28805834,7.457e-06,0.00478,0.214,0.26,-0.214,3.419,0.171,92.6,3.8,1.08,0.17,1736.0,2142.23,875.49,28.1,1.0,0.115,-0.115,1.132,0.176,-0.144,0
2.72288246,1.562e-05,0.00494,0.08,0.374,-0.08,2.408,0.151,152.6,11.7,1.06,0.24,1162.0,431.75,311.19,15.5,1.0,0.042,-0.158,0.872,0.2,-0.086,0
1.574090323,5.522e-06,0.00336,0.071,0.385,-0.071,1.5796,0.0962,224.9,15.2,0.93,0.06,998.0,234.92,49.9,17.7,1.0,0.006,-0.042,0.65,0.038,-0.014,2
0.947738312,4.388e-06,0.00429,0.022,0.444,-0.022,1.206,0.173,202.2,22.3,0.88,0.07,1229.0,537.85,194.19,13.9,1.0,0.036,-0.036,0.638,0.056,-0.051,0
13.7872627,0.000102,0.00592,0.921,0.027,-0.659,5.747,0.134,75.1,3.6,1.55,0.29,894.0,150.64,71.35,23.9,1.0,0.231,-0.116,1.458,0.265,-0.383,2
14.4359459,6.195e-05,0.00356,0.613,0.344,-0.394,3.414,0.102,107.3,5.3,1.46,0.04,884.0,144.45,20.39,22.0,3.0,0.012,-0.012,1.352,0.036,-0.03,2
5.95958637,4.4e-05,0.00449,0.26,0.198,-0.259,2.899,0.15,133.1,9.6,1.02,0.25,897.0,153.48,111.26,16.1,1.0,0.03,-0.17,0.9,0.214,-0.071,2
16.6146221,0.0001311,0.00675,0.017,0.439,-0.017,2.706,0.223,361.2,37.7,1.49,0.23,604.0,31.48,15.58,10.6,1.0,0.052,-0.097,0.8,0.122,-0.082,1
0.497581917,1.602e-06,0.00272,0.328,0.137,-0.328,1.46,0.11,140.6,11.4,0.76,0.06,1801.0,2487.04,802.69,17.1,1.0,0.066,-0.039,0.63,0.049,-0.044,0
5.83892993,2.054e-05,0.00294,0.319,0.146,-0.319,1.1066,0.0953,237.4,19.8,1.19,0.18,835.0,114.94,58.68,15.3,1.0,0.039,-0.097,0.769,0.122,-0.066,1
2.279523364,8.536e-06,0.00334,0.033,0.43,-0.033,1.6202,0.0978,126.8,9.0,0.87,0.09,1123.0,374.78,135.0,16.7,1.0,0.075,-0.067,0.797,0.079,-0.087,2
12.2854718,9.246e-05,0.00867,0.291,0.175,-0.291,2.996,0.107,1617.1,74.1,2.21,0.14,434.0,8.39,1.77,23.8,2.0,0.018,-0.042,0.564,0.035,-0.026,2
5.53609368,3.148e-05,0.00651,0.791,0.124,-0.563,2.2942,0.0904,1223.3,61.6,2.2,0.14,566.0,24.23,5.12,22.6,1.0,0.018,-0.042,0.564,0.035,-0.026,2
3.09756897,3.169e-05,0.00874,0.408,0.048,-0.408,4.588,0.224,83.3,6.7,1.75,0.07,1782.0,2380.18,329.14,14.6,1.0,0.016,-0.018,1.885,0.075,-0.093,1
58.0337426,0.0002476,0.00321,0.021,0.401,-0.021,5.584,0.107,807.1,24.2,3.21,0.5,486.0,13.17,5.52,34.9,1.0,0.18,-0.12,1.152,0.18,-0.2,2
14.4252635,0.0001002,0.00583,0.013,0.464,-0.013,3.754,0.183,221.2,16.4,1.68,0.26,773.0,84.28,35.31,15.2,3.0,0.18,-0.12,1.152,0.18,-0.2,2
26.6757818,0.0001187,0.00402,0.713,0.259,-0.508,2.696,0.119,474.8,26.4,2.69,0.42,630.0,37.15,15.56,20.0,2.0,0.18,-0.12,1.152,0.18,-0.2,2
0.868386354,1.544e-06,0.00148,0.135,0.32,-0.135,1.066,0.0553,488.5,22.8,1.52,0.16,1389.0,880.33,328.99,27.3,1.0,0.024,-0.06,0.704,0.074,-0.043,2
11.8288843,0.0003158,0.0123,0.2658,0.2011,-0.2658,3.337,0.398,191.0,23.5,1.18,0.45,730.0,67.13,76.62,9.1,1.0,0.026,-0.272,0.857,0.327,-0.064,2
1.480323978,3.368e-06,0.00245,0.617,0.041,-0.617,1.833,0.184,166.2,6.4,1.46,0.42,1743.0,2180.25,1841.79,43.4,1.0,0.153,-0.187,1.081,0.311,-0.207,0
205.385912,0.002047,0.00674,0.008,0.42,-0.008,8.681,0.215,1248.7,59.9,2.11,0.18,200.0,0.38,0.13,24.3,1.0,0.035,-0.039,0.624,0.055,-0.05,1
6.88707073,2.277e-05,0.00268,0.696,0.029,-0.508,4.4679,0.0757,68.7,2.0,1.3,0.08,1155.0,420.97,81.61,38.2,2.0,0.033,-0.027,1.474,0.094,-0.079,2
1.11431205,4.807e-06,0.00353,0.141,0.298,-0.141,2.112,0.122,160.4,12.2,1.07,0.29,1635.0,1691.99,1323.81,15.5,1.0,0.033,-0.176,0.849,0.226,-0.085,0
3.42064689,1.928e-05,0.00487,0.92,0.021,-0.63,1.767,0.118,356.8,30.4,2.27,0.25,1129.0,382.68,118.21,13.9,1.0,0.104,-0.076,0.966,0.105,-0.095,2
1.23935745,1.029e-05,0.0075,0.932,0.039,-0.708,1.683,0.177,150.9,19.4,1.5,0.17,1583.0,1488.51,459.8,9.7,2.0,0.104,-0.076,0.966,0.105,-0.095,1
0.675650404,2.395e-06,0.00337,0.03,0.44,-0.03,1.8261,0.0887,200.7,10.7,1.36,0.44,2085.0,4473.06,4551.59,22.4,1.0,0.054,-0.216,0.961,0.314,-0.105,2
