koi_period,koi_period_err1,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,koi_prad,koi_prad_err1,koi_teq,koi_insol,koi_insol_err1,koi_model_snr,koi_tce_plnt_num,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_disposition_encoded
2.00870696,3.039e-05,0.0105,0.194,0.272,-0.194,4.87,0.367,53.5,5.1,0.55,0.08,1232.0,542.87,257.21,12.2,1.0,0.099,-0.121,0.759,0.115,-0.094,1
1.33256418,1.964e-05,0.0122,0.559,0.044,-0.486,4.701,0.357,162.3,10.3,0.81,0.07,1262.0,602.26,198.51,20.7,1.0,0.066,-0.039,0.62,0.048,-0.048,0
0.655939788,2.046e-06,0.00226,0.301,0.147,-0.301,1.318,0.0811,73.0,4.8,1.48,0.81,2411.0,7986.43,13683.95,18.7,1.0,0.665,-0.285,1.755,0.97,-0.97,1
12.4258833,0.0003119,0.0246,0.982,0.006,-0.018,24.83,2.1,93.6,3.6,2.19,0.98,1006.0,242.04,337.06,34.4,1.0,0.66,-0.264,1.632,0.724,-0.884,0
1.387838134,6.049e-06,0.00318,0.38,0.089,-0.38,2.252,0.106,136.8,8.1,1.24,0.4,1783.0,2378.53,2254.18,20.4,1.0,0.054,-0.216,1.044,0.335,-0.112,0
0.678349364,5.509e-06,0.0066,1.187,1.638,-0.22,3.092,0.463,486.0,50.8,19.06,4.62,1844.0,2737.73,1959.31,12.0,1.0,0.03,-0.17,0.829,0.201,-0.067,0
1.022028468,1.25e-06,0.00101,1.247,0.119,-0.074,8.866,0.175,1344.5,9.9,26.91,5.41,1649.0,1755.39,1092.44,184.5,1.0,0.126,-0.168,0.855,0.172,-0.115,0
0.72359699,2.471e-05,0.005,0.608,0.361,-0.38,1.326,0.114,495.6,42.6,6.73,1.61,4699.0,114645.28,82606.31,14.8,1.0,0.408,-0.102,2.858,0.687,-1.275,0
1.6156052,0.0002109,0.0164,1.149,0.322,-0.178,14.55,1.6,1582.0,328.0,34.69,10.39,2202.0,5539.33,4903.21,253.1,1.0,0.158,-0.193,1.623,0.486,-0.397,0
1.8913182,1.801e-05,0.00928,0.439,0.017,-0.439,4.374,0.255,202.3,13.4,0.9,0.07,983.0,221.36,68.37,17.6,1.0,0.052,-0.024,0.633,0.05,-0.056,0
494.165759,0.008792,0.013,0.41,0.073,-0.41,2.239,0.477,1440.0,246.0,4.5,1.27,265.0,1.17,0.98,7.4,1.0,0.06,-0.18,1.162,0.327,-0.14,0
2.43585046,1.337e-05,0.00444,0.471,0.484,-0.264,2.088,0.153,60.5,4.7,2.6,0.34,2544.0,9880.82,4220.0,14.9,1.0,0.328,-0.082,3.247,0.429,-1.288,0
1.33255441,1.094e-05,0.00608,0.649,0.297,-0.436,3.828,0.187,106.7,8.0,1.12,0.35,1743.0,2180.2,2031.91,15.1,1.0,0.054,-0.202,1.028,0.324,-0.13,0
359.1015,0.01126,0.0207,0.317,0.135,-0.317,11.461,0.82,496.5,45.0,2.37,0.64,285.0,1.56,1.2,12.9,1.0,0.06,-0.18,1.047,0.284,-0.122,0
0.941840589,6.308e-06,0.00644,1.198,1.245,-0.191,5.06,0.419,388.3,21.4,27.05,7.69,2200.0,5547.35,4658.92,23.0,1.0,0.124,-0.186,1.142,0.325,-0.175,0
1.728521892,9.614e-06,0.00611,0.719,0.201,-0.477,3.361,0.129,92.2,3.6,1.19,0.34,1678.0,1869.82,1615.37,30.2,1.0,0.214,-0.175,1.157,0.332,-0.241,0
1.89125855,3.727e-05,0.0208,0.677,0.249,-0.431,5.415,0.447,67.9,3.6,0.81,0.17,1671.0,1839.74,1111.9,24.8,1.0,0.15,-0.165,0.927,0.193,-0.129,0
8.65312868,4.245e-05,0.00412,1.185,7.087,-0.075,3.376,0.193,508.6,27.1,20.38,6.26,857.0,127.5,114.77,22.6,1.0,0.039,-0.208,0.893,0.274,-0.091,0
30.0899459,0.0003033,0.00737,0.907,0.05,-0.632,6.654,0.245,242.6,15.4,2.25,0.38,660.0,44.79,19.55,16.6,2.0,0.08,-0.12,1.209,0.202,-0.134,2
1.39862757,7.999e-06,0.00481,0.617,0.138,-0.252,9.625,0.175,45.5,1.2,2.39,0.4,3562.0,38048.23,15683.83,59.6,1.0,0.238,-0.085,3.367,0.564,-1.047,0
9.91937693,6.756e-05,0.00568,0.163,0.276,-0.163,4.326,0.157,186.7,10.5,1.32,0.17,838.0,116.43,45.51,18.8,6.0,0.1,-0.1,0.971,0.13,-0.095,2
0.918510251,5.239e-06,0.00533,0.622,0.336,-0.393,2.587,0.137,52.6,3.1,1.77,0.3,2795.0,14485.22,6325.1,20.3,1.0,0.24,-0.096,2.338,0.39,-0.724,0
9.47850818,5.266e-05,0.0043,0.112,0.343,-0.112,6.154,0.131,184.6,7.4,1.47,0.45,946.0,189.14,173.87,26.7,2.0,0.054,-0.202,1.076,0.335,-0.112,2
0.783258387,3.473e-06,0.00362,0.2514,0.2138,-0.2514,2.2926,0.0885,328.5,14.6,1.28,0.3,1559.0,1395.69,1091.24,28.5,1.0,0.063,-0.587,0.715,0.17,-0.069,0
4.24263096,2.661e-05,0.00505,0.201,0.255,-0.201,2.582,0.143,187.6,13.6,1.1,0.06,926.0,174.24,30.78,15.9,1.0,0.054,-0.036,0.825,0.042,-0.047,2
0.755101928,4.313e-06,0.00528,0.464,0.019,-0.464,3.044,0.172,119.8,8.2,0.91,0.18,1763.0,2287.46,1414.0,18.1,1.0,0.057,-0.124,0.819,0.163,-0.088,0
4.56447463,2.638e-05,0.00543,0.508,0.371,-0.299,6.415,0.174,208.4,5.7,1.13,0.18,902.0,156.74,79.99,42.6,1.0,0.032,-0.104,0.77,0.122,-0.066,0
1.027904857,5.54e-07,0.000497,1.261,3.543,-0.113,1.6381,0.0208,2381.2,23.2,30.48,6.92,1653.0,1769.2,1317.95,117.8,1.0,0.144,-0.176,0.872,0.198,-0.132,0
367.95566,0.01419,0.0269,0.957,0.001,-0.697,21.877,0.732,1414.1,97.6,3.62,0.3,183.0,0.27,0.08,13.7,1.0,0.036,-0.04,0.696,0.056,-0.056,0
163.692336,0.001319,0.00531,0.028,0.423,-0.028,6.853,0.189,1138.0,60.7,2.75,0.11,274.0,1.34,0.21,21.0,1.0,0.077,-0.028,0.843,0.035,-0.065,2
1.106529843,3.846e-06,0.00271,0.974,0.274,-0.024,6.258,0.541,319.5,5.9,1.91,0.43,1649.0,1746.73,1147.15,69.2,1.0,0.04,-0.16,0.798,0.182,-0.061,0
111.741576,0.001722,0.0108,0.057,0.406,-0.057,3.83,0.434,238.8,30.3,6.88,1.19,676.0,49.4,24.55,9.9,1.0,0.198,-0.144,4.525,0.787,-1.461,0
110.461746,0.002985,0.0238,0.036,0.412,-0.036,12.46,1.1,331.2,24.9,1.93,0.64,420.0,7.34,7.09,15.8,1.0,0.054,-0.216,1.058,0.349,-0.116,1
198.088873,0.002491,0.00815,0.633,0.304,-0.409,7.955,0.307,1027.7,65.9,3.24,0.34,288.0,1.63,0.5,18.0,1.0,0.12,-0.08,0.969,0.102,-0.113,2
1.08193721,1.785e-05,0.0111,0.168,0.27,-0.168,4.788,0.491,115.3,10.0,0.77,0.07,1385.0,870.17,291.7,14.4,1.0,0.072,-0.044,0.736,0.065,-0.079,0
44.6226725,0.0007691,0.0137,0.931,0.005,-0.651,12.974,0.359,131.9,7.3,1.73,0.5,613.0,33.39,27.93,20.6,1.0,0.204,-0.185,1.239,0.352,-0.256,1
2.43142974,2.587e-05,0.00866,0.2234,0.2409,-0.2234,2.713,0.275,146.6,16.8,1.17,0.49,1378.0,852.0,1100.38,10.7,1.0,0.169,-0.268,0.965,0.408,-0.171,0
1.41975831,1.229e-05,0.00692,0.644,0.341,-0.44,1.429,0.239,60.9,8.8,0.85,0.13,1700.0,1968.38,836.24,8.1,1.0,0.084,-0.116,1.035,0.157,-0.105,2
169.135056,0.001553,0.00854,0.754,0.164,-0.55,8.931,0.213,640.7,30.2,2.21,0.15,273.0,1.31,0.3,24.5,1.0,0.045,-0.05,0.801,0.054,-0.043,2
0.73095491,1.078e-05,0.0132,0.415,0.056,-0.415,2.206,0.459,29.6,5.0,0.88,0.17,2711.0,12770.31,6322.46,7.5,1.0,0.125,-0.125,1.587,0.308,-0.252,0
3.951383138,6.251e-06,0.00118,1.217,6.718,-0.13,1.0582,0.0787,405.7,20.6,23.51,5.67,1083.0,324.78,238.09,23.9,1.0,0.104,-0.169,0.899,0.217,-0.117,2
6.84978728,5.243e-05,0.00755,0.954,0.003,-0.696,4.919,0.162,139.2,9.0,1.83,0.3,1081.0,322.19,140.61,17.0,3.0,0.08,-0.12,1.209,0.202,-0.134,2
80.769893,0.002716,0.0329,0.158,0.31,-0.158,4.2,1.5,128.5,24.0,1.87,1.17,475.0,12.07,24.23,6.7,1.0,0.605,-0.326,1.708,1.067,-0.873,1
1.111362442,8.928e-06,0.00802,0.715,0.408,-0.27,6.24,1.6,133.9,11.0,2.86,0.55,2820.0,14894.75,8292.57,36.8,1.0,0.28,-0.1,2.308,0.438,-0.813,0
28.9060526,0.000233,0.00613,0.863,0.027,-0.591,3.099,0.198,99.0,8.3,0.79,0.06,414.0,6.94,1.86,13.3,2.0,0.012,-0.048,0.67,0.055,-0.017,2
8.10503551,8.946e-05,0.00836,0.353,0.102,-0.353,4.459,0.222,209.9,14.7,1.45,0.47,959.0,199.74,191.96,16.5,1.0,0.054,-0.216,0.989,0.321,-0.107,2
8.82715783,7.379e-05,0.0073,0.249,0.22,-0.248,2.019,0.187,368.6,40.8,1.67,0.23,797.0,95.25,34.6,11.1,1.0,0.021,-0.112,0.878,0.12,-0.032,2
143.196381,0.002687,0.0136,1.017,6.713,-0.069,10.424,0.686,618.1,43.2,6.64,1.76,380.0,4.95,3.88,17.4,1.0,0.18,-0.18,1.06,0.282,-0.205,0
1.87886973,1.406e-05,0.00727,0.657,0.03,-0.502,3.876,0.187,181.9,9.0,1.04,0.19,1236.0,553.59,310.84,23.9,1.0,0.037,-0.112,0.734,0.131,-0.056,0
0.979161676,7.395e-06,0.00593,0.634,0.299,-0.411,2.942,0.326,160.2,10.7,1.03,0.19,1548.0,1357.43,777.75,20.2,1.0,0.03,-0.12,0.78,0.143,-0.061,0
225.26213,0.004562,0.0119,0.349,0.117,-0.349,14.459,0.446,389.2,18.7,2.36,0.37,329.0,2.77,1.22,24.6,1.0,0.143,-0.117,1.191,0.186,-0.205,1
0.855922327,2.657e-06,0.00262,0.009,0.45,-0.009,1.514,0.0923,130.9,7.9,0.87,0.12,1658.0,1782.11,869.15,21.1,1.0,0.081,-0.09,0.759,0.109,-0.09,0
25.9528725,0.0005074,0.0188,0.741,0.219,-0.5,12.434,0.7,164.1,11.9,1.53,0.51,697.0,55.82,53.96,16.9,1.0,0.067,-0.216,1.106,0.37,-0.123,0
2.31482311,1.321e-05,0.00464,0.067,0.394,-0.067,2.127,0.167,58.6,5.0,0.69,0.15,1237.0,554.4,374.1,14.2,1.0,0.124,-0.186,0.923,0.203,-0.14,1
0.952374508,3.88e-06,0.00364,0.013,0.383,-0.013,3.006,0.121,204.8,7.7,1.13,0.05,1435.0,1006.13,242.59,33.0,1.0,0.084,-0.036,0.821,0.041,-0.083,0
0.936751792,7.657e-06,0.00733,0.991,0.036,-0.758,5.658,0.576,26.4,1.5,2.07,0.35,3814.0,50168.18,26262.91,23.0,1.0,0.315,-0.105,2.909,0.49,-1.143,0
0.621361411,1.311e-06,0.0019,0.017,0.452,-0.017,1.0628,0.0619,45.0,2.2,1.12,0.26,2913.0,17004.65,11436.51,24.6,1.0,0.234,-0.126,1.66,0.375,-0.458,0
10.778313,0.0001588,0.0123,0.591,0.032,-0.469,5.256,0.313,90.7,8.4,1.25,0.35,1067.0,306.18,260.18,12.5,1.0,0.149,-0.182,1.258,0.35,-0.234,1
0.594310785,1.808e-06,0.00241,0.161,0.3,-0.161,0.9994,0.0953,112.5,10.7,0.91,0.26,2068.0,4338.76,3725.5,15.7,1.0,0.036,-0.204,0.845,0.248,-0.083,0
27.2106807,0.0005262,0.0161,0.973,0.024,-0.68,10.515,0.337,99.4,6.7,1.73,0.25,725.0,65.27,27.86,16.9,1.0,0.188,-0.101,1.305,0.193,-0.266,2
4.31978105,5.873e-05,0.0105,0.7702,0.1489,-0.5257,7.204,0.397,65.8,3.9,3.87,1.72,2111.0,4693.13,6327.52,23.5,2.0,0.244,-0.299,4.368,1.947,-1.546,0
4.32710895,1.761e-05,0.00328,1.158,6.804,-0.126,1.387,0.175,108.9,10.5,26.6,9.95,1397.0,900.23,1013.19,12.9,1.0,0.518,-0.222,1.455,0.544,-0.665,1
2.90512019,1.541e-05,0.00482,0.417,0.033,-0.417,2.293,0.128,61.2,5.0,0.57,0.07,1075.0,314.96,124.36,13.2,4.0,0.088,-0.064,0.721,0.082,-0.073,1
14.2651545,0.0001062,0.00528,0.353,0.095,-0.353,3.601,0.164,66.3,5.5,1.06,0.18,853.0,125.45,59.13,13.9,1.0,0.156,-0.104,1.291,0.22,-0.22,2
5.04404366,3.934e-05,0.00577,0.08,0.386,-0.08,1.682,0.172,236.5,24.6,1.47,0.49,1078.0,318.92,325.46,11.6,1.0,0.054,-0.229,0.951,0.32,-0.107,1
11.17931581,9.722e-05,0.00716,0.381,0.074,-0.381,3.103,0.219,90.6,8.7,1.81,0.38,1159.0,426.61,263.36,12.0,1.0,0.241,-0.111,1.873,0.386,-0.58,2
1.284991846,7.149e-06,0.00526,0.485,0.032,-0.434,2.274,0.165,29.1,2.3,1.17,0.21,2491.0,9065.72,5273.27,15.3,1.0,0.315,-0.105,2.106,0.392,-0.729,0
1.166960319,3.625e-06,0.00265,0.033,0.413,-0.033,1.6823,0.0832,97.8,6.2,0.88,0.12,1596.0,1534.29,533.76,17.9,1.0,0.014,-0.119,0.904,0.121,-0.038,1
324.18028,0.02661,0.0411,0.733,0.243,-0.496,18.15,2.1,87.9,10.4,2.2,0.36,382.0,5.01,2.53,10.9,1.0,0.315,-0.105,2.183,0.354,-0.826,0
0.530959357,2.465e-06,0.00432,0.348,0.149,-0.348,2.417,0.128,84.4,4.8,0.69,0.1,1852.0,2764.64,1305.16,22.0,1.0,0.032,-0.097,0.75,0.113,-0.066,0
0.701944362,1.49e-06,0.0017,0.07,0.383,-0.07,0.641,0.1,210.8,18.0,0.8,0.06,1227.0,535.78,161.94,17.1,1.0,0.063,-0.032,0.539,0.044,-0.06,1
3.05772668,2.054e-05,0.00578,0.007,0.445,-0.007,1.819,0.155,311.0,27.1,1.23,0.05,878.0,141.1,28.39,13.7,1.0,0.056,-0.016,0.731,0.025,-0.063,1
9.9092109,0.0002164,0.0189,0.755,0.039,-0.533,2.552,0.485,942.0,192.0,2.35,0.4,693.0,54.54,31.38,6.4,1.0,0.032,-0.104,0.702,0.119,-0.051,1
0.996864568,2.67e-06,0.00214,0.644,0.285,-0.424,1.098,0.0819,86.7,5.2,0.77,0.11,1588.0,1505.33,704.97,21.4,1.0,0.09,-0.09,0.782,0.112,-0.092,0
0.673684895,5.705e-06,0.00679,0.547,0.049,-0.484,1.161,0.365,51.1,11.6,0.7,0.19,2001.0,3803.56,2987.86,7.0,1.0,0.078,-0.182,0.951,0.254,-0.109,0
56.644452,0.00106,0.0128,0.579,0.035,-0.471,16.551,0.56,104.6,5.7,2.44,0.45,733.0,68.37,35.54,21.8,1.0,0.182,-0.098,2.295,0.425,-0.519,2
1.710319812,9.756e-06,0.00507,0.559,0.014,-0.478,2.983,0.129,43.6,2.6,0.56,0.07,1426.0,978.84,321.45,19.1,1.0,0.053,-0.098,0.825,0.101,-0.051,0
5.62978034,4.958e-05,0.00772,0.08,0.374,-0.08,5.847,0.192,379.2,23.2,1.61,0.36,899.0,154.59,108.9,19.1,1.0,0.027,-0.153,0.839,0.188,-0.075,0
6.39269778,5.974e-05,0.00673,0.011,0.443,-0.011,2.138,0.216,174.3,18.3,1.21,0.1,890.0,148.31,35.78,11.3,1.0,0.112,-0.056,0.943,0.074,-0.099,1
3.0570982,2.163e-05,0.00626,0.104,0.352,-0.104,3.571,0.165,144.0,10.6,0.99,0.25,1202.0,493.09,370.27,15.7,1.0,0.032,-0.189,0.819,0.209,-0.07,2
7.87845756,8.424e-05,0.00901,0.562,0.007,-0.481,3.912,0.272,44.1,4.6,0.78,0.11,989.0,226.11,94.9,10.5,3.0,0.162,-0.108,1.135,0.165,-0.202,1
0.866346,5.673e-06,0.00633,0.409,0.08,-0.409,2.011,0.194,116.4,10.3,1.24,0.42,2165.0,5186.18,5213.49,13.9,1.0,0.09,-0.21,1.131,0.375,-0.161,0
0.885129679,6.061e-06,0.00637,0.651,0.04,-0.507,3.156,0.172,177.3,10.5,1.21,0.38,1780.0,2373.06,2198.28,21.2,1.0,0.037,-0.213,0.864,0.267,-0.071,0
0.438153876,5.94e-07,0.00118,1.124,0.813,-0.109,1.3885,0.0743,164.8,6.5,14.0,4.19,2407.0,8008.07,7021.63,33.4,2.0,0.039,-0.208,0.929,0.278,-0.093,0
0.696286519,3.972e-06,0.00402,0.985,0.026,-0.728,3.194,0.22,120.8,6.5,1.34,0.42,1969.0,3537.89,3305.16,19.7,1.0,0.039,-0.221,0.867,0.276,-0.069,0
5.79179934,3.35e-05,0.00527,0.896,0.064,-0.702,3.474,0.132,118.5,7.2,1.69,0.31,1222.0,528.14,248.86,17.7,1.0,0.125,-0.125,1.318,0.243,-0.199,2
129.945392,0.001556,0.00882,0.909,0.04,-0.695,5.786,0.293,500.1,40.4,1.18,0.11,177.0,0.23,0.07,13.1,5.0,0.065,-0.035,0.443,0.04,-0.053,2
27.9040511,0.0004018,0.0108,0.854,0.015,-0.593,5.346,0.262,300.2,24.3,2.19,0.77,677.0,49.53,50.93,12.8,4.0,0.058,-0.218,1.112,0.388,-0.129,1
1.39772545,1.321e-05,0.00936,0.644,0.047,-0.478,4.129,0.221,181.3,10.7,1.58,0.49,1763.0,2275.72,2176.07,17.9,1.0,0.09,-0.21,1.114,0.35,-0.15,0
12.4246697,0.0002941,0.0227,1.9583,0.0179,-0.0121,44.07,1.6,424.0,9.6,168.91,80.95,1099.0,344.8,492.11,116.9,3.0,0.232,-0.257,1.59,0.762,-0.444,0
0.847588864,3.334e-06,0.00278,0.507,0.046,-0.428,2.246,0.11,67.1,3.8,0.91,0.29,2144.0,5000.82,4648.42,21.3,1.0,0.056,-0.224,1.072,0.349,-0.116,0
1.75649346,1.719e-05,0.00936,0.242,0.234,-0.242,3.429,0.318,27.5,2.4,1.62,0.28,2745.0,13425.76,7168.27,13.3,1.0,0.501,-0.088,3.05,0.528,-1.583,0
1.8912501,2.843e-05,0.0171,1.24,0.955,-0.195,7.648,0.315,731.0,27.4,23.5,1.65,1159.0,427.26,136.01,31.6,1.0,0.078,-0.045,0.794,0.056,-0.084,0
17.8075656,0.0008324,0.00623,0.474,0.001,-0.473,1.643,0.15,1511.0,162.0,3.92,1.2,742.0,71.56,66.53,11.8,1.0,0.07,-0.21,0.981,0.299,-0.128,1
0.996023763,6.767e-06,0.00564,1.147,0.341,-0.163,5.412,0.461,98.3,5.9,18.36,5.97,1991.0,3727.96,3683.65,21.3,1.0,0.09,-0.21,1.077,0.35,-0.15,0
3.75030469,4.417e-05,0.00789,0.77,0.031,-0.538,3.246,0.258,35.5,3.8,0.87,0.14,1374.0,842.07,366.16,10.3,2.0,0.162,-0.108,1.339,0.209,-0.256,1
0.259819659,4.04e-07,0.00137,0.972,0.041,-0.724,0.6513,0.0577,231.5,12.8,1.22,0.08,1559.0,1410.9,285.54,24.1,1.0,0.028,-0.035,0.526,0.035,-0.035,1
0.566795467,4.498e-06,0.00729,0.504,0.039,-0.444,4.712,0.355,38.2,2.8,0.67,0.19,2254.0,6076.99,5067.54,25.8,1.0,0.185,-0.185,1.056,0.3,-0.2,0
4.72693131,7.116e-05,0.0128,0.065,0.383,-0.065,4.036,0.355,26.2,2.6,0.61,0.12,1203.0,495.58,248.36,11.5,1.0,0.096,-0.144,1.196,0.235,-0.157,1
10.0989634,0.0001171,0.00841,0.529,0.435,-0.325,6.428,0.472,57.0,7.2,1.03,0.18,1016.0,251.36,118.44,8.9,2.0,0.125,-0.125,1.318,0.243,-0.199,1
3.67515329,4.617e-05,0.0131,0.73,0.239,-0.491,7.083,0.32,56.0,3.8,0.71,0.09,1150.0,414.64,135.39,16.7,1.0,0.022,-0.093,0.881,0.108,-0.043,0
0.715825886,3.435e-06,0.00371,0.099,0.351,-0.099,1.212,0.133,40.6,4.6,0.58,0.15,1920.0,3196.46,2503.74,11.0,1.0,0.075,-0.175,0.909,0.242,-0.104,0
26.5487294,0.0003556,0.00926,0.21,0.245,-0.21,7.968,0.27,142.0,10.6,2.54,0.99,836.0,115.61,139.52,15.3,1.0,0.69,-0.23,2.154,0.833,-1.354,2
0.492291661,3.51e-07,0.000647,0.957,0.201,-0.53,0.894,0.104,1107.6,29.9,3.42,0.34,1788.0,2415.37,945.34,62.0,1.0,0.072,-0.048,0.718,0.072,-0.072,0
2.42803503,4.19e-05,0.0148,0.057,0.399,-0.057,3.045,0.513,73.8,10.4,0.85,0.24,1516.0,1249.87,1047.72,8.8,1.0,0.036,-0.204,0.974,0.286,-0.076,0
0.787120016,1.791e-06,0.0019,1.263,0.668,-0.034,3.1648,0.0946,265.5,7.3,23.81,2.81,1972.0,3579.78,1514.49,43.3,1.0,0.15,-0.1,0.787,0.093,-0.103,0
13.12297275,9.292e-05,0.00577,0.885,0.033,-0.604,2.234,0.182,43.7,4.0,1.29,0.22,1030.0,266.05,132.55,12.9,1.0,0.182,-0.098,1.665,0.293,-0.358,1
6.28384079,4.881e-05,0.00704,0.101,0.362,-0.101,4.291,0.167,35.7,2.6,0.73,0.12,1108.0,356.49,166.1,14.9,1.0,0.144,-0.108,1.227,0.207,-0.186,2
22.7909233,0.0002783,0.0111,0.871,0.064,-0.662,9.565,0.317,53.6,3.0,1.38,0.25,862.0,130.75,64.19,19.4,1.0,0.168,-0.112,1.642,0.293,-0.358,1
174.510276,0.002148,0.00966,0.024,0.413,-0.024,6.689,0.345,1530.0,115.0,1.74,0.14,186.0,0.28,0.09,14.8,1.0,0.06,-0.054,0.452,0.038,-0.052,2
0.681180633,1.655e-06,0.00207,0.31,0.137,-0.31,0.8844,0.0834,156.4,12.2,2.97,0.78,2782.0,14116.16,9945.02,16.6,1.0,0.096,-0.144,2.377,0.627,-0.209,1
7.65270746,6.544e-05,0.00619,0.97,0.879,-0.942,79.8969,0.0,641.1,42.9,3.21,0.97,989.0,226.81,195.16,254.3,1.0,0.05,-0.2,0.963,0.29,-0.097,0
2.27164952,2.105e-05,0.00731,0.01,0.452,-0.01,4.054,0.196,82.4,7.6,0.97,0.33,1522.0,1269.46,1273.29,12.7,1.0,0.056,-0.224,1.062,0.361,-0.12,2
3.84835742,3.311e-05,0.00694,0.671,0.252,-0.426,10.18,0.224,84.2,2.9,0.77,0.21,1051.0,288.62,220.58,32.8,1.0,0.042,-0.168,0.798,0.207,-0.069,0
1.0388961,1.143e-05,0.00836,1.7017,0.2795,-0.3892,4.755,0.573,600.8,54.7,114.1,87.12,2494.0,9145.54,22350.48,14.7,1.0,0.071,-0.422,1.45,1.107,-0.212,0
1.87885327,2.188e-05,0.00982,0.513,0.43,-0.31,3.302,0.323,120.9,12.6,0.97,0.29,1406.0,922.49,766.0,12.1,1.0,0.05,-0.2,0.863,0.251,-0.084,0
0.785473311,8.84e-07,0.00091,0.389,0.091,-0.389,1.3911,0.0296,339.6,6.9,1.61,0.3,1769.0,2325.64,1380.11,57.0,1.0,0.1,-0.125,0.871,0.16,-0.12,0
5.2438982,0.0001018,0.0248,0.644,0.302,-0.409,7.881,0.432,162.2,7.5,1.24,0.36,1026.0,262.14,231.56,18.7,1.0,0.078,-0.195,0.927,0.273,-0.117,0
9.08745206,8.194e-05,0.00767,0.341,0.112,-0.341,3.786,0.202,35.1,3.2,0.73,0.12,980.0,217.95,101.55,11.7,2.0,0.144,-0.108,1.227,0.207,-0.186,1
2.9761504,0.0001345,0.041,0.064,0.395,-0.064,6.079,0.867,259.5,38.1,1.02,0.04,811.0,102.54,23.03,8.3,3.0,0.052,-0.017,0.664,0.028,-0.061,0
64.0019669,0.0006215,0.00688,0.701,0.013,-0.526,4.724,0.231,1112.5,83.9,2.48,0.12,322.0,2.55,0.44,14.2,2.0,0.02,-0.032,0.697,0.034,-0.03,2
4.83809469,8.797e-05,0.0107,0.014,0.438,-0.014,1.096,0.135,1544.0,169.0,0.79,0.12,354.0,3.7,1.58,11.3,1.0,0.01,-0.01,0.2,0.03,-0.03,2
9.3281912,0.0001021,0.00993,0.044,0.4,-0.044,3.991,0.249,45.2,3.8,0.59,0.09,788.0,91.02,37.13,13.7,1.0,0.032,-0.128,0.888,0.138,-0.046,2
106.957467,0.002169,0.0132,0.705,0.002,-0.538,7.006,0.503,539.6,54.7,2.4,0.75,394.0,5.7,5.34,11.7,1.0,0.054,-0.216,0.969,0.3,-0.1,1
0.629001455,4.57e-06,0.00643,0.365,0.104,-0.365,1.263,0.202,14.7,2.0,0.81,0.17,3375.0,30567.67,18880.37,9.4,1.0,0.259,-0.111,2.059,0.439,-0.604,0
2.71603664,1.405e-05,0.00441,0.44,0.513,-0.242,1.744,0.125,98.5,8.7,1.05,0.14,1360.0,807.43,278.79,13.1,1.0,0.026,-0.104,1.041,0.138,-0.064,2
75.8781344,0.0003549,0.00468,0.705,0.266,-0.475,1.383,0.18,1054.0,120.0,3.39,0.91,417.0,7.18,5.81,11.9,1.0,0.12,-0.18,0.972,0.261,-0.141,1
147.661729,0.001501,0.00829,0.002,0.44,-0.002,6.207,0.323,1087.8,93.9,1.59,0.12,176.0,0.23,0.06,13.2,1.0,0.036,-0.04,0.49,0.037,-0.041,1
13.00291716,7.481e-05,0.00524,0.701,0.061,-0.494,3.058,0.154,225.3,18.7,1.28,0.35,710.0,60.11,48.06,14.0,1.0,0.044,-0.176,0.8,0.218,-0.068,1
319.30633,0.01571,0.0344,0.092,0.363,-0.092,6.74,1.1,155.2,27.4,1.26,0.43,279.0,1.44,1.44,7.2,1.0,0.056,-0.224,1.014,0.341,-0.114,0
42.0292298,0.0008246,0.015,0.015,0.441,-0.015,8.499,0.371,373.7,27.6,2.33,0.38,578.0,26.46,11.11,14.5,2.0,0.12,-0.12,1.217,0.199,-0.163,1
1.75254087,1.932e-05,0.00789,0.5574,0.0007,-0.5021,4.098,0.419,42.5,3.3,1.41,0.45,2423.0,8141.84,7640.51,17.7,1.0,0.346,-0.159,2.074,0.666,-0.814,0
0.505111993,7.11e-07,0.00118,0.841,0.059,-0.573,0.4053,0.0684,212.8,13.1,1.58,0.24,1886.0,2970.58,1496.34,18.7,1.0,0.032,-0.104,0.783,0.122,-0.066,1
0.646745436,3.091e-06,0.004,0.942,0.023,-0.644,1.188,0.101,115.6,10.3,1.49,0.52,2373.0,7468.24,7679.05,14.3,5.0,0.058,-0.218,1.112,0.388,-0.129,0
3.38557445,1.874e-05,0.00436,0.129,0.326,-0.129,1.879,0.136,121.9,11.2,1.63,0.42,1476.0,1122.9,882.68,13.1,1.0,0.42,-0.168,1.48,0.386,-0.579,2
2.754024,0.0005967,0.176,0.7277,0.1957,-0.4837,4.15,0.529,172.2,16.8,1.68,0.96,1553.0,1374.41,2440.86,13.8,1.0,0.105,-0.318,1.188,0.682,-0.168,0
1.975208831,8.234e-06,0.00351,0.559,0.387,-0.337,1.513,0.121,76.3,6.5,1.59,0.24,2064.0,4299.89,1733.32,15.1,1.0,0.196,-0.098,1.744,0.273,-0.376,0
